client_id,R_Score,F_Score,M_Score,Segment
997,2,1,1,Mid-Tier
998,3,4,3,VIP Clients
999,1,1,1,Mid-Tier
1000,3,3,4,VIP Clients
1001,1,1,2,Mid-Tier
1002,1,4,4,At Risk
1004,2,3,4,Regular High-Value
1005,3,2,1,Mid-Tier
1006,3,4,4,VIP Clients
1007,1,1,3,Big Spender
1008,2,1,1,Mid-Tier
1009,3,1,1,Mid-Tier
1010,3,3,2,Potential Loyalist
1011,3,1,1,Mid-Tier
1012,3,3,4,VIP Clients
1013,2,3,3,Regular High-Value
1014,2,2,1,Mid-Tier
1015,3,4,3,VIP Clients
1016,3,2,2,Potential Loyalist
1017,3,2,4,Potential Loyalist
1018,2,2,4,Potential Loyalist
1019,3,4,4,VIP Clients
1020,3,3,2,Potential Loyalist
1021,2,2,3,Potential Loyalist
1022,2,1,2,Mid-Tier
1023,1,1,1,Mid-Tier
1024,3,1,1,Mid-Tier
1025,3,4,2,Potential Loyalist
1026,1,1,1,Mid-Tier
1027,3,2,1,Mid-Tier
1029,3,4,4,VIP Clients
1030,3,4,3,VIP Clients
1031,2,4,4,Regular High-Value
1032,3,1,1,Mid-Tier
1033,3,1,1,Mid-Tier
1034,3,2,2,Potential Loyalist
1035,3,4,4,VIP Clients
1036,2,1,4,Big Spender
1037,3,2,1,Mid-Tier
1038,3,1,1,Mid-Tier
1039,3,3,3,VIP Clients
1040,3,2,3,Potential Loyalist
1042,2,3,2,Potential Loyalist
1043,1,2,4,Big Spender
1044,3,4,4,VIP Clients
1045,3,3,2,Potential Loyalist
1046,3,2,1,Mid-Tier
1048,2,2,4,Potential Loyalist
1049,2,1,1,Mid-Tier
1050,3,3,2,Potential Loyalist
1051,3,3,2,Potential Loyalist
1052,3,2,4,Potential Loyalist
1053,3,1,3,Big Spender
1054,3,2,1,Mid-Tier
1055,3,1,1,Mid-Tier
1056,3,2,2,Potential Loyalist
1057,1,2,2,At Risk
1058,3,4,4,VIP Clients
1059,3,1,1,Mid-Tier
1060,1,4,4,At Risk
1061,3,4,4,VIP Clients
1062,2,2,2,Potential Loyalist
1063,3,4,3,VIP Clients
1064,3,4,4,VIP Clients
1065,3,2,1,Mid-Tier
1066,2,2,3,Potential Loyalist
1067,3,4,4,VIP Clients
1068,2,1,1,Mid-Tier
1069,1,1,1,Mid-Tier
1070,3,1,1,Mid-Tier
1071,1,1,2,Mid-Tier
1072,3,3,3,VIP Clients
1073,1,1,1,Mid-Tier
1074,3,3,2,Potential Loyalist
1075,3,4,3,VIP Clients
1076,1,2,2,At Risk
1077,1,1,1,Mid-Tier
1078,1,3,4,At Risk
1079,3,3,2,Potential Loyalist
1081,1,1,3,Big Spender
1082,3,4,3,VIP Clients
1083,3,4,3,VIP Clients
1085,3,3,4,VIP Clients
1086,3,3,4,VIP Clients
1087,1,3,4,At Risk
1088,2,2,2,Potential Loyalist
1089,3,3,4,VIP Clients
1090,2,4,3,Regular High-Value
1091,3,3,3,VIP Clients
1092,3,1,1,Mid-Tier
1093,2,1,3,Big Spender
1094,3,3,3,VIP Clients
1095,3,4,3,VIP Clients
1097,3,2,1,Mid-Tier
1098,2,2,4,Potential Loyalist
1099,3,2,3,Potential Loyalist
1100,3,3,2,Potential Loyalist
1104,1,2,2,At Risk
1105,3,4,4,VIP Clients
1106,2,2,1,Mid-Tier
1107,1,1,2,Mid-Tier
1108,2,3,4,Regular High-Value
1110,2,2,2,Potential Loyalist
1111,3,1,1,Mid-Tier
1112,1,3,4,At Risk
1113,2,3,3,Regular High-Value
1114,3,2,2,Potential Loyalist
1115,3,2,1,Mid-Tier
1117,1,2,1,Mid-Tier
1118,1,1,2,Mid-Tier
1119,3,1,1,Mid-Tier
1120,3,4,4,VIP Clients
1121,3,1,1,Mid-Tier
1122,2,4,4,Regular High-Value
1124,1,1,1,Mid-Tier
1125,3,3,2,Potential Loyalist
1126,2,3,3,Regular High-Value
1127,1,1,1,Mid-Tier
1128,3,4,4,VIP Clients
1129,1,1,2,Mid-Tier
1131,2,2,4,Potential Loyalist
1132,1,2,4,Big Spender
1133,3,3,3,VIP Clients
1134,3,3,2,Potential Loyalist
1135,3,3,4,VIP Clients
1136,3,3,2,Potential Loyalist
1137,1,2,2,At Risk
1138,3,2,2,Potential Loyalist
1139,3,3,4,VIP Clients
1140,3,4,4,VIP Clients
1141,2,3,3,Regular High-Value
1142,3,4,4,VIP Clients
1143,1,2,1,Mid-Tier
1144,3,4,4,VIP Clients
1145,1,1,3,Big Spender
1146,3,4,4,VIP Clients
1147,1,2,2,At Risk
1148,3,3,2,Potential Loyalist
1149,2,4,4,Regular High-Value
1150,3,2,2,Potential Loyalist
1151,3,4,3,VIP Clients
1152,1,3,4,At Risk
1153,1,1,3,Big Spender
1154,3,4,4,VIP Clients
1156,3,3,2,Potential Loyalist
1157,3,3,3,VIP Clients
1158,1,1,3,Big Spender
1159,3,3,4,VIP Clients
1160,3,3,2,Potential Loyalist
1161,3,4,3,VIP Clients
1162,1,1,3,Big Spender
1163,3,4,3,VIP Clients
1164,1,3,4,At Risk
1165,3,1,1,Mid-Tier
1167,1,2,3,Big Spender
1168,3,3,3,VIP Clients
1169,3,2,3,Potential Loyalist
1170,3,4,4,VIP Clients
1171,3,4,4,VIP Clients
1172,3,2,2,Potential Loyalist
1173,1,3,3,At Risk
1174,3,4,4,VIP Clients
1175,3,1,1,Mid-Tier
1176,2,3,3,Regular High-Value
1177,2,2,2,Potential Loyalist
1178,3,4,4,VIP Clients
1179,1,2,2,At Risk
1180,3,3,3,VIP Clients
1181,2,4,4,Regular High-Value
1182,3,4,3,VIP Clients
1183,3,4,4,VIP Clients
1184,3,4,3,VIP Clients
1185,3,3,2,Potential Loyalist
1186,1,2,3,Big Spender
1187,3,4,4,VIP Clients
1188,1,1,2,Mid-Tier
1189,3,1,2,Mid-Tier
1190,3,2,4,Potential Loyalist
1192,3,2,1,Mid-Tier
1193,3,2,2,Potential Loyalist
1194,3,4,1,Mid-Tier
1195,3,2,3,Potential Loyalist
1196,2,1,3,Big Spender
1197,3,2,2,Potential Loyalist
1199,3,3,2,Potential Loyalist
1200,2,3,2,Potential Loyalist
1201,3,4,4,VIP Clients
1202,3,4,4,VIP Clients
1204,1,1,1,Mid-Tier
1205,2,2,2,Potential Loyalist
1206,3,2,1,Mid-Tier
1207,1,2,2,At Risk
1208,1,1,2,Mid-Tier
1210,1,3,4,At Risk
1211,3,2,2,Potential Loyalist
1212,3,3,1,Mid-Tier
1213,1,2,2,At Risk
1215,3,2,1,Mid-Tier
1216,2,2,4,Potential Loyalist
1217,2,4,3,Regular High-Value
1218,1,1,1,Mid-Tier
1219,2,1,1,Mid-Tier
1221,3,4,2,Potential Loyalist
1222,2,4,4,Regular High-Value
1223,3,3,4,VIP Clients
1224,3,4,3,VIP Clients
1225,3,3,2,Potential Loyalist
1226,2,2,1,Mid-Tier
1227,3,4,3,VIP Clients
1228,2,2,3,Potential Loyalist
1230,2,1,1,Mid-Tier
1231,3,4,3,VIP Clients
1233,1,2,4,Big Spender
1235,1,2,2,At Risk
1236,1,1,1,Mid-Tier
1237,3,2,4,Potential Loyalist
1238,2,1,4,Big Spender
1239,3,2,2,Potential Loyalist
1241,3,2,1,Mid-Tier
1242,1,1,2,Mid-Tier
1243,2,2,1,Mid-Tier
1244,3,1,2,Mid-Tier
1246,3,4,4,VIP Clients
1247,2,1,2,Mid-Tier
1248,3,2,1,Mid-Tier
1249,3,4,4,VIP Clients
1250,3,3,3,VIP Clients
1251,3,2,1,Mid-Tier
1252,3,2,2,Potential Loyalist
1253,3,4,4,VIP Clients
1254,3,2,3,Potential Loyalist
1255,3,2,3,Potential Loyalist
1256,3,2,2,Potential Loyalist
1257,3,2,2,Potential Loyalist
1258,3,2,3,Potential Loyalist
1259,2,1,1,Mid-Tier
1260,3,3,2,Potential Loyalist
1261,1,1,3,Big Spender
1262,3,2,2,Potential Loyalist
1264,3,3,2,Potential Loyalist
1265,3,2,2,Potential Loyalist
1266,1,1,4,Big Spender
1267,2,2,4,Potential Loyalist
1268,3,4,3,VIP Clients
1269,3,2,2,Potential Loyalist
1270,3,4,4,VIP Clients
1271,3,4,4,VIP Clients
1272,3,3,3,VIP Clients
1273,1,3,2,At Risk
1274,1,1,1,Mid-Tier
1275,3,3,2,Potential Loyalist
1276,3,3,3,VIP Clients
1277,1,3,4,At Risk
1278,3,2,4,Potential Loyalist
1279,1,1,2,Mid-Tier
1280,3,2,2,Potential Loyalist
1281,1,1,3,Big Spender
1282,3,4,2,Potential Loyalist
1283,2,2,4,Potential Loyalist
1285,2,3,2,Potential Loyalist
1286,3,2,2,Potential Loyalist
1287,3,3,3,VIP Clients
1288,3,1,1,Mid-Tier
1289,1,1,1,Mid-Tier
1293,2,1,1,Mid-Tier
1294,2,1,1,Mid-Tier
1295,3,3,4,VIP Clients
1296,3,1,2,Mid-Tier
1297,2,2,2,Potential Loyalist
1298,3,1,1,Mid-Tier
1299,3,1,1,Mid-Tier
1300,3,1,1,Mid-Tier
1301,2,2,3,Potential Loyalist
1302,1,2,2,At Risk
1304,3,3,3,VIP Clients
1305,3,3,1,Mid-Tier
1306,3,4,2,Potential Loyalist
1308,3,1,1,Mid-Tier
1309,3,1,1,Mid-Tier
1310,3,3,4,VIP Clients
1311,2,2,3,Potential Loyalist
1312,3,2,1,Mid-Tier
1313,2,2,1,Mid-Tier
1314,3,4,4,VIP Clients
1315,3,3,3,VIP Clients
1316,3,2,3,Potential Loyalist
1319,3,3,4,VIP Clients
1320,2,1,2,Mid-Tier
1321,1,1,3,Big Spender
1322,2,2,1,Mid-Tier
1324,3,3,3,VIP Clients
1325,3,2,2,Potential Loyalist
1326,1,2,2,At Risk
1327,1,1,1,Mid-Tier
1328,3,2,1,Mid-Tier
1329,3,4,3,VIP Clients
1330,3,3,4,VIP Clients
1332,1,2,3,Big Spender
1333,2,3,4,Regular High-Value
1335,2,4,4,Regular High-Value
1336,1,2,4,Big Spender
1337,3,3,2,Potential Loyalist
1338,3,1,1,Mid-Tier
1339,3,2,4,Potential Loyalist
1340,3,1,1,Mid-Tier
1341,2,2,4,Potential Loyalist
1342,1,1,1,Mid-Tier
1343,3,2,3,Potential Loyalist
1344,3,2,2,Potential Loyalist
1345,2,2,1,Mid-Tier
1346,3,3,3,VIP Clients
1347,3,4,4,VIP Clients
1349,3,3,2,Potential Loyalist
1350,3,4,4,VIP Clients
1352,2,1,1,Mid-Tier
1354,3,4,3,VIP Clients
1356,1,1,1,Mid-Tier
1357,3,2,3,Potential Loyalist
1358,3,3,4,VIP Clients
1359,3,3,3,VIP Clients
1360,3,4,3,VIP Clients
1361,3,2,2,Potential Loyalist
1362,3,1,1,Mid-Tier
1363,1,1,1,Mid-Tier
1364,3,2,3,Potential Loyalist
1365,3,3,2,Potential Loyalist
1366,3,1,2,Mid-Tier
1367,3,4,4,VIP Clients
1368,1,1,1,Mid-Tier
1369,3,2,1,Mid-Tier
1370,1,1,1,Mid-Tier
1371,1,1,4,Big Spender
1372,3,3,3,VIP Clients
1373,2,4,3,Regular High-Value
1374,3,3,1,Mid-Tier
1375,2,1,1,Mid-Tier
1376,3,4,3,VIP Clients
1377,3,1,1,Mid-Tier
1379,1,2,3,Big Spender
1380,3,2,1,Mid-Tier
1381,3,2,1,Mid-Tier
1382,3,2,2,Potential Loyalist
1383,2,1,2,Mid-Tier
1384,2,2,3,Potential Loyalist
1385,3,2,3,Potential Loyalist
1386,3,2,2,Potential Loyalist
1387,3,2,2,Potential Loyalist
1388,2,2,1,Mid-Tier
1390,3,2,2,Potential Loyalist
1392,2,2,1,Mid-Tier
1393,3,4,4,VIP Clients
1394,1,1,2,Mid-Tier
1395,1,1,1,Mid-Tier
1396,2,2,4,Potential Loyalist
1397,3,4,4,VIP Clients
1398,2,1,1,Mid-Tier
1399,1,1,4,Big Spender
1400,2,2,2,Potential Loyalist
1401,2,3,3,Regular High-Value
1402,2,4,4,Regular High-Value
1403,1,1,3,Big Spender
1404,3,3,4,VIP Clients
1406,3,2,2,Potential Loyalist
1407,3,2,2,Potential Loyalist
1408,1,1,1,Mid-Tier
1409,3,3,3,VIP Clients
1410,3,4,3,VIP Clients
1411,1,1,3,Big Spender
1412,3,3,2,Potential Loyalist
1413,3,3,4,VIP Clients
1414,1,1,1,Mid-Tier
1416,3,2,4,Potential Loyalist
1417,3,1,1,Mid-Tier
1418,3,2,2,Potential Loyalist
1419,3,4,3,VIP Clients
1420,3,3,4,VIP Clients
1421,3,3,2,Potential Loyalist
1422,3,2,1,Mid-Tier
1423,1,1,2,Mid-Tier
1424,3,4,3,VIP Clients
1425,1,2,2,At Risk
1426,3,3,4,VIP Clients
1427,3,2,3,Potential Loyalist
1428,1,1,2,Mid-Tier
1429,2,2,2,Potential Loyalist
1431,3,3,4,VIP Clients
1432,3,4,3,VIP Clients
1433,2,2,3,Potential Loyalist
1434,1,1,2,Mid-Tier
1435,2,1,1,Mid-Tier
1436,1,3,2,At Risk
1437,2,3,4,Regular High-Value
1438,2,3,4,Regular High-Value
1439,3,4,3,VIP Clients
1440,2,1,2,Mid-Tier
1441,1,1,1,Mid-Tier
1442,1,2,4,Big Spender
1443,3,1,1,Mid-Tier
1444,1,4,2,At Risk
1445,3,3,2,Potential Loyalist
1446,3,4,4,VIP Clients
1447,2,3,2,Potential Loyalist
1448,3,3,2,Potential Loyalist
1449,2,1,3,Big Spender
1450,1,1,1,Mid-Tier
1451,1,1,1,Mid-Tier
1452,3,3,3,VIP Clients
1453,2,1,1,Mid-Tier
1454,3,4,4,VIP Clients
1455,3,3,4,VIP Clients
1456,3,3,3,VIP Clients
1457,3,3,2,Potential Loyalist
1458,3,4,4,VIP Clients
1459,3,1,1,Mid-Tier
1461,3,3,4,VIP Clients
1462,3,3,3,VIP Clients
1463,3,3,3,VIP Clients
1464,1,3,4,At Risk
1465,3,3,2,Potential Loyalist
1466,2,3,2,Potential Loyalist
1467,3,3,1,Mid-Tier
1468,3,3,2,Potential Loyalist
1469,2,3,2,Potential Loyalist
1470,3,4,4,VIP Clients
1471,1,1,3,Big Spender
1472,3,3,1,Mid-Tier
1473,3,3,2,Potential Loyalist
1474,1,3,1,Mid-Tier
1475,3,3,3,VIP Clients
1476,2,4,4,Regular High-Value
1477,3,3,3,VIP Clients
1478,3,3,1,Mid-Tier
1479,3,4,4,VIP Clients
1480,2,3,3,Regular High-Value
1481,3,3,2,Potential Loyalist
1482,2,4,3,Regular High-Value
1484,3,4,4,VIP Clients
1485,3,3,2,Potential Loyalist
1486,3,4,3,VIP Clients
1487,2,4,4,Regular High-Value
1488,1,3,1,Mid-Tier
1489,3,4,2,Potential Loyalist
1490,3,3,3,VIP Clients
1491,3,4,4,VIP Clients
1492,2,4,4,Regular High-Value
1493,2,3,1,Mid-Tier
1494,2,4,4,Regular High-Value
1495,3,4,1,Mid-Tier
1496,2,4,2,Potential Loyalist
1499,2,3,4,Regular High-Value
1500,3,4,4,VIP Clients
1501,1,1,2,Mid-Tier
1502,3,4,4,VIP Clients
1504,3,4,4,VIP Clients
1505,3,4,4,VIP Clients
1506,2,4,3,Regular High-Value
1507,2,1,1,Mid-Tier
1508,3,4,4,VIP Clients
1510,1,1,2,Mid-Tier
1511,3,3,3,VIP Clients
1513,3,3,4,VIP Clients
1514,3,4,2,Potential Loyalist
1515,3,4,3,VIP Clients
1516,3,4,3,VIP Clients
1517,2,1,1,Mid-Tier
1518,1,1,3,Big Spender
1519,3,4,2,Potential Loyalist
1520,3,3,3,VIP Clients
1522,3,3,1,Mid-Tier
1523,3,3,2,Potential Loyalist
1524,1,1,2,Mid-Tier
1525,1,3,3,At Risk
1526,3,1,4,Big Spender
1527,3,1,1,Mid-Tier
1528,1,1,1,Mid-Tier
1529,3,4,2,Potential Loyalist
1530,2,1,2,Mid-Tier
1531,3,4,3,VIP Clients
1532,1,1,1,Mid-Tier
1533,3,3,2,Potential Loyalist
1534,2,1,3,Big Spender
1535,3,4,3,VIP Clients
1537,3,4,3,VIP Clients
1538,3,4,3,VIP Clients
1539,1,1,2,Mid-Tier
1540,3,1,1,Mid-Tier
1541,2,1,1,Mid-Tier
1542,2,3,4,Regular High-Value
1543,1,1,1,Mid-Tier
1544,1,1,1,Mid-Tier
1545,1,3,2,At Risk
1546,2,4,4,Regular High-Value
1547,3,4,4,VIP Clients
1549,1,1,1,Mid-Tier
1550,2,4,3,Regular High-Value
1551,3,4,2,Potential Loyalist
1552,1,1,1,Mid-Tier
1554,3,4,3,VIP Clients
1555,3,4,4,VIP Clients
1556,3,4,4,VIP Clients
1557,3,3,1,Mid-Tier
1558,2,4,3,Regular High-Value
1559,3,3,1,Mid-Tier
1560,1,3,3,At Risk
1561,3,1,3,Big Spender
1562,1,1,1,Mid-Tier
1563,3,3,2,Potential Loyalist
1564,3,4,3,VIP Clients
1565,3,4,4,VIP Clients
1566,2,3,2,Potential Loyalist
1567,3,3,2,Potential Loyalist
1568,3,4,4,VIP Clients
1569,3,1,1,Mid-Tier
1570,3,3,2,Potential Loyalist
1571,1,3,2,At Risk
1572,2,1,4,Big Spender
1573,3,4,2,Potential Loyalist
1574,2,4,3,Regular High-Value
1575,3,1,1,Mid-Tier
1576,3,1,1,Mid-Tier
1579,1,1,2,Mid-Tier
1580,3,1,2,Mid-Tier
1581,2,4,4,Regular High-Value
1582,1,4,4,At Risk
1583,3,3,2,Potential Loyalist
1584,3,3,2,Potential Loyalist
1585,3,4,4,VIP Clients
1586,3,4,3,VIP Clients
1587,3,4,4,VIP Clients
1588,1,1,1,Mid-Tier
1589,1,3,2,At Risk
1590,3,3,1,Mid-Tier
1591,3,3,4,VIP Clients
1592,1,3,3,At Risk
1593,1,3,4,At Risk
1594,1,3,4,At Risk
1595,3,4,3,VIP Clients
1596,3,4,2,Potential Loyalist
1597,1,1,1,Mid-Tier
1600,3,3,3,VIP Clients
1601,3,3,3,VIP Clients
1602,3,4,4,VIP Clients
1603,3,3,3,VIP Clients
1604,3,4,4,VIP Clients
1605,2,4,4,Regular High-Value
1606,2,1,4,Big Spender
1607,2,1,2,Mid-Tier
1608,3,4,4,VIP Clients
1609,3,1,1,Mid-Tier
1610,3,4,4,VIP Clients
1611,3,4,4,VIP Clients
1612,3,1,1,Mid-Tier
1613,3,4,3,VIP Clients
1614,1,4,2,At Risk
1615,2,3,2,Potential Loyalist
1616,3,4,3,VIP Clients
1617,1,3,3,At Risk
1618,1,3,2,At Risk
1619,3,3,2,Potential Loyalist
1620,2,3,2,Potential Loyalist
1621,2,3,2,Potential Loyalist
1622,3,1,1,Mid-Tier
1624,1,4,4,At Risk
1625,2,1,1,Mid-Tier
1626,1,4,2,At Risk
1627,3,4,3,VIP Clients
1628,1,1,2,Mid-Tier
1629,2,3,2,Potential Loyalist
1631,2,4,4,Regular High-Value
1633,1,1,3,Big Spender
1634,3,1,1,Mid-Tier
1635,3,3,4,VIP Clients
1636,1,3,3,At Risk
1637,3,4,2,Potential Loyalist
1638,3,4,4,VIP Clients
1639,3,3,1,Mid-Tier
1640,2,4,3,Regular High-Value
1641,3,3,1,Mid-Tier
1642,3,4,4,VIP Clients
1643,2,1,4,Big Spender
1644,1,1,1,Mid-Tier
1645,3,4,4,VIP Clients
1646,3,4,4,VIP Clients
1647,3,4,2,Potential Loyalist
1648,1,1,1,Mid-Tier
1649,3,3,1,Mid-Tier
1650,3,1,1,Mid-Tier
1651,2,3,3,Regular High-Value
1652,3,1,1,Mid-Tier
1653,3,3,3,VIP Clients
1654,3,4,3,VIP Clients
1655,3,1,1,Mid-Tier
1656,3,4,4,VIP Clients
1657,3,3,4,VIP Clients
1658,3,1,2,Mid-Tier
1659,3,4,3,VIP Clients
1660,1,1,2,Mid-Tier
1661,3,1,1,Mid-Tier
1662,3,4,2,Potential Loyalist
1664,3,1,1,Mid-Tier
1665,2,1,2,Mid-Tier
1666,2,3,1,Mid-Tier
1667,3,4,4,VIP Clients
1668,2,4,3,Regular High-Value
1669,2,3,1,Mid-Tier
1670,3,4,4,VIP Clients
1671,1,3,3,At Risk
1672,3,3,1,Mid-Tier
1673,3,1,4,Big Spender
1674,3,4,4,VIP Clients
1675,3,3,3,VIP Clients
1676,2,1,2,Mid-Tier
1677,3,1,1,Mid-Tier
1679,2,3,2,Potential Loyalist
1680,3,4,4,VIP Clients
1682,1,1,3,Big Spender
1683,3,4,4,VIP Clients
1684,1,1,1,Mid-Tier
1685,3,4,2,Potential Loyalist
1686,1,3,4,At Risk
1687,3,4,4,VIP Clients
1688,3,4,2,Potential Loyalist
1689,1,1,1,Mid-Tier
1690,1,1,2,Mid-Tier
1691,1,1,3,Big Spender
1695,3,3,1,Mid-Tier
1696,3,4,4,VIP Clients
1697,2,4,4,Regular High-Value
1699,3,1,1,Mid-Tier
1700,2,4,3,Regular High-Value
1701,2,1,2,Mid-Tier
1702,3,3,4,VIP Clients
1703,3,4,4,VIP Clients
1705,1,1,2,Mid-Tier
1706,3,4,4,VIP Clients
1707,3,4,4,VIP Clients
1708,2,4,2,Potential Loyalist
1709,3,4,4,VIP Clients
1710,3,4,3,VIP Clients
1711,1,1,1,Mid-Tier
1712,3,4,4,VIP Clients
1713,2,1,4,Big Spender
1714,3,4,4,VIP Clients
1715,2,4,3,Regular High-Value
1716,1,1,4,Big Spender
1717,3,3,4,VIP Clients
1718,3,3,2,Potential Loyalist
1719,3,4,3,VIP Clients
1720,3,3,2,Potential Loyalist
1721,3,4,4,VIP Clients
1722,1,1,2,Mid-Tier
1723,3,1,1,Mid-Tier
1724,2,4,3,Regular High-Value
1725,3,3,2,Potential Loyalist
1726,3,3,3,VIP Clients
1727,1,3,1,Mid-Tier
1728,1,3,3,At Risk
1729,3,1,1,Mid-Tier
1730,3,4,4,VIP Clients
1731,2,4,2,Potential Loyalist
1733,3,4,4,VIP Clients
1735,3,4,2,Potential Loyalist
1736,2,3,2,Potential Loyalist
1737,3,4,4,VIP Clients
1738,1,1,1,Mid-Tier
1739,3,4,2,Potential Loyalist
1740,3,4,4,VIP Clients
1742,3,4,4,VIP Clients
1744,3,4,4,VIP Clients
1745,2,4,4,Regular High-Value
1746,2,3,3,Regular High-Value
1747,3,4,2,Potential Loyalist
1748,3,3,2,Potential Loyalist
1749,2,3,1,Mid-Tier
1750,1,3,2,At Risk
1751,2,4,1,Mid-Tier
1752,3,4,3,VIP Clients
1753,2,1,1,Mid-Tier
1755,3,4,2,Potential Loyalist
1756,3,4,3,VIP Clients
1757,2,3,4,Regular High-Value
1759,3,4,1,Mid-Tier
1760,3,1,2,Mid-Tier
1762,3,3,1,Mid-Tier
1763,3,4,3,VIP Clients
1764,2,3,3,Regular High-Value
1765,2,1,1,Mid-Tier
1767,3,1,1,Mid-Tier
1768,3,4,2,Potential Loyalist
1770,3,3,2,Potential Loyalist
1772,1,1,1,Mid-Tier
1773,2,3,2,Potential Loyalist
1774,3,4,4,VIP Clients
1777,3,1,1,Mid-Tier
1778,3,3,2,Potential Loyalist
1780,3,4,4,VIP Clients
1781,3,3,1,Mid-Tier
1782,1,1,3,Big Spender
1783,3,1,1,Mid-Tier
1784,2,4,3,Regular High-Value
1785,3,4,2,Potential Loyalist
1786,1,1,2,Mid-Tier
1787,1,1,1,Mid-Tier
1788,3,4,3,VIP Clients
1789,2,4,3,Regular High-Value
1790,3,4,3,VIP Clients
1791,2,2,1,Mid-Tier
1792,2,4,3,Regular High-Value
1793,3,4,4,VIP Clients
1794,3,4,3,VIP Clients
1795,1,3,1,Mid-Tier
1796,2,3,4,Regular High-Value
1798,3,2,1,Mid-Tier
1799,3,4,1,Mid-Tier
1800,3,3,2,Potential Loyalist
1801,3,2,2,Potential Loyalist
1802,3,4,2,Potential Loyalist
1803,2,2,2,Potential Loyalist
1805,3,4,3,VIP Clients
1806,3,4,2,Potential Loyalist
1807,3,4,4,VIP Clients
1808,1,2,1,Mid-Tier
1809,3,3,1,Mid-Tier
1810,1,2,2,At Risk
1811,1,2,4,Big Spender
1812,1,3,2,At Risk
1813,3,4,4,VIP Clients
1814,3,4,4,VIP Clients
1815,3,3,2,Potential Loyalist
1817,3,4,3,VIP Clients
1818,2,4,4,Regular High-Value
1819,1,2,1,Mid-Tier
1820,2,3,4,Regular High-Value
1821,3,4,4,VIP Clients
1822,3,2,1,Mid-Tier
1824,3,4,3,VIP Clients
1826,2,3,3,Regular High-Value
1828,1,3,4,At Risk
1829,2,3,2,Potential Loyalist
1830,1,3,4,At Risk
1831,2,4,2,Potential Loyalist
1832,2,2,1,Mid-Tier
1833,3,4,2,Potential Loyalist
1835,2,4,3,Regular High-Value
1836,1,2,1,Mid-Tier
1837,2,4,3,Regular High-Value
1838,1,2,1,Mid-Tier
1839,2,4,4,Regular High-Value
1840,3,2,1,Mid-Tier
1841,1,2,3,Big Spender
1842,2,2,2,Potential Loyalist
1843,3,4,4,VIP Clients
1846,3,4,3,VIP Clients
1847,3,3,2,Potential Loyalist
1848,3,3,1,Mid-Tier
1849,2,3,2,Potential Loyalist
1850,1,3,1,Mid-Tier
1851,3,4,2,Potential Loyalist
1852,2,4,4,Regular High-Value
1853,3,2,1,Mid-Tier
1854,1,2,3,Big Spender
1855,3,3,4,VIP Clients
1856,3,4,2,Potential Loyalist
1857,2,3,1,Mid-Tier
1858,1,2,1,Mid-Tier
1861,1,2,1,Mid-Tier
1862,2,4,3,Regular High-Value
1863,2,4,2,Potential Loyalist
1864,3,3,1,Mid-Tier
1865,3,4,2,Potential Loyalist
1866,2,3,3,Regular High-Value
1867,3,3,1,Mid-Tier
1869,2,4,3,Regular High-Value
1870,3,3,1,Mid-Tier
1871,3,2,2,Potential Loyalist
1872,2,4,3,Regular High-Value
1873,3,3,2,Potential Loyalist
1875,3,4,3,VIP Clients
1876,3,4,3,VIP Clients
1877,2,3,1,Mid-Tier
1878,1,4,4,At Risk
1879,3,4,1,Mid-Tier
1880,1,2,1,Mid-Tier
1881,1,3,4,At Risk
1882,2,3,3,Regular High-Value
1883,2,2,1,Mid-Tier
1884,3,4,4,VIP Clients
1885,1,3,4,At Risk
1886,3,4,3,VIP Clients
1887,1,2,1,Mid-Tier
1888,3,3,1,Mid-Tier
1889,3,4,4,VIP Clients
1890,2,4,3,Regular High-Value
1891,1,2,2,At Risk
1892,3,4,3,VIP Clients
1893,2,2,3,Potential Loyalist
1894,1,2,2,At Risk
1896,2,3,2,Potential Loyalist
1897,3,3,3,VIP Clients
1898,1,2,1,Mid-Tier
1899,2,3,1,Mid-Tier
1900,3,4,4,VIP Clients
1901,3,4,4,VIP Clients
1902,3,3,3,VIP Clients
1903,3,4,3,VIP Clients
1904,2,3,2,Potential Loyalist
1905,1,2,2,At Risk
1907,3,4,4,VIP Clients
1908,2,2,1,Mid-Tier
1909,1,2,4,Big Spender
1910,2,3,3,Regular High-Value
1911,3,2,2,Potential Loyalist
1912,3,4,3,VIP Clients
1913,3,4,4,VIP Clients
1914,3,4,4,VIP Clients
1915,3,3,1,Mid-Tier
1916,3,2,1,Mid-Tier
1917,1,2,2,At Risk
1918,3,4,4,VIP Clients
1920,3,4,4,VIP Clients
1921,1,2,3,Big Spender
1922,3,3,3,VIP Clients
1924,3,2,1,Mid-Tier
1925,3,3,2,Potential Loyalist
1926,2,3,4,Regular High-Value
1927,3,3,1,Mid-Tier
1928,2,3,2,Potential Loyalist
1929,3,4,4,VIP Clients
1930,3,4,4,VIP Clients
1931,3,3,4,VIP Clients
1932,3,4,4,VIP Clients
1934,3,4,3,VIP Clients
1935,1,3,3,At Risk
1936,1,2,2,At Risk
1937,3,4,3,VIP Clients
1939,3,3,3,VIP Clients
1940,3,4,4,VIP Clients
1941,1,4,2,At Risk
1942,2,2,1,Mid-Tier
1943,3,3,1,Mid-Tier
1944,3,3,2,Potential Loyalist
