rent_id,property_id,client_id,agent_id,owner_id,rent_amount,commission_rate,commission_amount,commission_payment_method,commission_payment_date,agreement_date,rent_start_date,rent_end_date,terms,rent_months
336,2364,1884,100,46,4450.0,0.05,7120.0,Cash,2024-11-07,2024-07-13,2024-08-02,2027-03-20,Lease agreement for Apartment in CA for 32 months. Condition: Good.,31
337,2364,1537,17,46,5830.0,0.1,4081.0,Credit Card,2024-12-31,2024-12-31,2025-01-01,2025-07-30,Lease agreement for Apartment in CA for 7 months. Condition: Good.,6
338,2364,1706,82,46,5320.0,0.1,16492.0,Cash,2024-12-31,2024-12-31,2025-01-22,2027-08-10,Lease agreement for Apartment in CA for 31 months. Condition: Good.,31
339,2627,1134,208,557,2570.0,0.1,4626.0,Credit Card,2023-12-05,2022-01-03,2022-01-06,2023-06-30,Lease agreement for Studio in CA for 18 months. Condition: Fair.,17
340,1654,106,147,1571,3450.0,0.1,5175.0,Cash,2024-12-25,2024-12-21,2025-01-16,2026-04-11,Lease agreement for House in TX for 15 months. Condition: Fair.,15
341,1654,1656,215,1571,3240.0,0.05,5832.0,Cash,2024-12-31,2024-12-31,2025-01-21,2028-01-06,Lease agreement for House in TX for 36 months. Condition: Fair.,36
342,1654,520,233,1571,2640.0,0.1,2376.0,Credit Card,2024-12-31,2024-12-31,2025-01-28,2025-10-25,Lease agreement for House in TX for 9 months. Condition: Fair.,9
343,1880,1297,233,1404,3580.0,0.1,8950.0,Bank Transfer,2024-11-04,2024-08-09,2024-09-03,2026-09-23,Lease agreement for Office in TX for 25 months. Condition: Fair.,24
344,1880,1662,189,1404,3440.0,0.1,4816.0,Bank Transfer,2024-12-31,2024-12-31,2025-01-23,2026-03-19,Lease agreement for Office in TX for 14 months. Condition: Fair.,14
345,1880,1344,191,1404,4440.0,0.05,4440.0,Credit Card,2024-12-31,2024-12-31,2025-01-06,2026-08-29,Lease agreement for Office in TX for 20 months. Condition: Fair.,19
346,2913,1748,120,1199,2650.0,0.1,5035.0,Cash,2024-11-10,2024-10-03,2024-10-27,2026-05-20,Lease agreement for Office in FL for 19 months. Condition: Poor.,19
347,2913,657,97,1199,4470.0,0.05,6928.5,Credit Card,2024-12-31,2024-12-31,2025-01-18,2027-08-06,Lease agreement for Office in FL for 31 months. Condition: Poor.,31
348,413,1674,160,292,3330.0,0.05,4162.5,Credit Card,2024-11-17,2024-05-31,2024-06-09,2026-06-29,Lease agreement for Apartment in TX for 25 months. Condition: Good.,24
349,2125,693,191,1188,1870.0,0.05,3272.5,Cash,2023-10-07,2022-03-05,2022-03-30,2025-02-12,Lease agreement for Studio in TX for 35 months. Condition: Good.,35
350,907,1422,212,327,7250.0,0.05,3987.5,Credit Card,2024-12-30,2024-11-25,2024-12-06,2025-11-01,Lease agreement for Villa in FL for 11 months. Condition: Fair.,11
351,907,1094,159,327,10270.0,0.1,25675.0,Cash,2024-12-31,2024-12-31,2025-01-24,2027-02-13,Lease agreement for Villa in FL for 25 months. Condition: Fair.,25
352,907,1470,248,327,12880.0,0.1,37352.0,Credit Card,2024-12-31,2024-12-31,2025-01-26,2027-06-15,Lease agreement for Villa in FL for 29 months. Condition: Fair.,29
353,2568,1020,128,264,3030.0,0.1,7575.0,Credit Card,2024-08-14,2024-01-31,2024-02-25,2026-03-16,Lease agreement for Apartment in TX for 25 months. Condition: Fair.,25
354,2568,471,124,264,3040.0,0.1,7296.0,Bank Transfer,2024-12-31,2024-12-31,2025-01-02,2026-12-23,Lease agreement for Apartment in TX for 24 months. Condition: Fair.,23
355,1282,222,244,985,4040.0,0.1,12928.0,Bank Transfer,2024-11-22,2023-07-16,2023-07-29,2026-03-15,Lease agreement for Office in NY for 32 months. Condition: Good.,32
356,1282,1268,32,985,4350.0,0.1,13485.0,Credit Card,2024-12-31,2024-12-31,2025-01-07,2027-07-26,Lease agreement for Office in NY for 31 months. Condition: Good.,30
357,1282,278,36,985,5020.0,0.05,2510.0,Cash,2024-12-31,2024-12-31,2025-01-19,2025-11-15,Lease agreement for Office in NY for 10 months. Condition: Good.,10
358,1737,633,159,261,2570.0,0.05,4112.0,Credit Card,2024-12-02,2024-10-19,2024-10-20,2027-06-07,Lease agreement for Office in NY for 32 months. Condition: Good.,32
359,1737,1848,194,261,3330.0,0.05,1165.5,Bank Transfer,2024-12-31,2024-12-31,2025-01-08,2025-08-06,Lease agreement for Office in NY for 7 months. Condition: Good.,7
360,1381,710,48,544,3880.0,0.1,8536.0,Credit Card,2024-01-28,2024-01-17,2024-02-12,2025-12-03,Lease agreement for Office in FL for 22 months. Condition: Good.,22
361,1750,1402,46,102,2630.0,0.1,4734.0,Cash,2023-12-04,2023-05-10,2023-06-06,2024-11-27,Lease agreement for Office in TX for 18 months. Condition: Good.,17
362,2083,130,44,484,1360.0,0.05,884.0,Bank Transfer,2024-09-23,2024-07-16,2024-07-22,2025-08-16,Lease agreement for Studio in TX for 13 months. Condition: Fair.,13
363,2083,1376,102,484,1430.0,0.05,2288.0,Bank Transfer,2024-12-31,2024-12-31,2025-01-11,2027-08-29,Lease agreement for Studio in TX for 32 months. Condition: Fair.,31
364,121,636,184,814,10670.0,0.05,7469.0,Bank Transfer,2024-07-29,2023-03-31,2023-04-18,2024-06-11,Lease agreement for House in CA for 14 months. Condition: Good.,14
365,121,1546,28,814,7710.0,0.1,14649.0,Bank Transfer,2024-09-04,2024-07-10,2024-07-23,2026-02-13,Lease agreement for House in CA for 19 months. Condition: Good.,19
366,121,195,184,814,6470.0,0.05,7440.5,Credit Card,2024-12-31,2024-12-31,2025-01-09,2026-11-30,Lease agreement for House in CA for 23 months. Condition: Good.,22
367,1480,2024,55,597,3510.0,0.1,9477.0,Cash,2023-09-09,2020-10-12,2020-10-18,2023-01-06,Lease agreement for Office in TX for 27 months. Condition: Fair.,27
368,1480,1254,184,597,3080.0,0.1,8932.0,Bank Transfer,2024-06-19,2024-05-19,2024-06-08,2026-10-26,Lease agreement for Office in TX for 29 months. Condition: Fair.,28
369,432,412,208,1586,7940.0,0.1,24614.0,Bank Transfer,2021-03-29,2021-01-19,2021-02-09,2023-08-28,Lease agreement for Villa in CA for 31 months. Condition: Fair.,30
370,2126,823,226,1074,7840.0,0.05,6272.0,Cash,2024-08-20,2024-08-17,2024-09-06,2025-12-30,Lease agreement for Villa in CA for 16 months. Condition: Poor.,15
371,2126,956,194,1074,7030.0,0.05,11951.0,Credit Card,2024-12-31,2024-12-31,2025-01-16,2027-11-02,Lease agreement for Villa in CA for 34 months. Condition: Poor.,34
372,2752,1571,101,655,3990.0,0.1,3192.0,Bank Transfer,2022-12-11,2021-12-18,2021-12-28,2022-08-25,Lease agreement for Apartment in CA for 8 months. Condition: Poor.,8
373,2752,931,63,655,2800.0,0.1,6720.0,Bank Transfer,2024-01-18,2023-10-17,2023-10-18,2025-10-07,Lease agreement for Apartment in CA for 24 months. Condition: Poor.,24
374,2752,1740,14,655,2540.0,0.05,1397.0,Bank Transfer,2024-12-31,2024-12-31,2025-01-04,2025-11-30,Lease agreement for Apartment in CA for 11 months. Condition: Poor.,10
375,2515,725,14,84,7930.0,0.05,8326.5,Credit Card,2023-03-15,2023-02-03,2023-02-07,2024-10-29,Lease agreement for Office in CA for 21 months. Condition: Good.,20
376,2515,835,104,84,6930.0,0.05,5544.0,Credit Card,2024-12-02,2024-11-06,2024-11-15,2026-03-10,Lease agreement for Office in CA for 16 months. Condition: Good.,16
377,2811,272,189,1418,10150.0,0.05,14717.5,Cash,2024-12-03,2022-06-18,2022-06-22,2024-11-08,Lease agreement for Villa in IL for 29 months. Condition: Good.,29
378,2811,806,55,1418,9820.0,0.05,12275.0,Credit Card,2024-12-21,2024-11-15,2024-12-01,2026-12-21,Lease agreement for Villa in IL for 25 months. Condition: Good.,24
379,1628,1251,215,94,1330.0,0.1,2394.0,Cash,2023-09-05,2022-07-08,2022-07-20,2024-01-11,Lease agreement for Studio in CA for 18 months. Condition: Poor.,18
380,1628,543,233,94,1410.0,0.1,3807.0,Credit Card,2024-12-14,2024-09-23,2024-10-05,2026-12-24,Lease agreement for Studio in CA for 27 months. Condition: Poor.,26
381,185,674,32,648,3530.0,0.05,6177.5,Cash,2024-12-18,2024-12-02,2024-12-22,2027-11-07,Lease agreement for House in FL for 35 months. Condition: Fair.,35
382,185,622,219,648,2770.0,0.05,3462.5,Cash,2024-12-31,2024-12-31,2025-01-15,2027-02-04,Lease agreement for House in FL for 25 months. Condition: Fair.,25
383,257,1419,156,1244,3380.0,0.1,11154.0,Bank Transfer,2024-11-14,2024-08-17,2024-08-20,2027-05-07,Lease agreement for Apartment in IL for 33 months. Condition: Good.,33
384,257,1380,52,1244,3800.0,0.1,3420.0,Bank Transfer,2024-12-31,2024-12-31,2025-01-28,2025-10-25,Lease agreement for Apartment in IL for 9 months. Condition: Good.,9
385,2852,1531,97,733,6230.0,0.05,6853.0,Cash,2022-04-11,2021-09-14,2021-09-25,2023-07-17,Lease agreement for House in CA for 22 months. Condition: Good.,22
386,1718,1629,13,1692,1200.0,0.1,3480.0,Credit Card,2024-12-17,2024-10-18,2024-11-10,2027-03-30,Lease agreement for Studio in TX for 29 months. Condition: Fair.,28
387,1718,1585,124,1692,1710.0,0.1,4275.0,Cash,2024-12-31,2024-12-31,2025-01-13,2027-02-02,Lease agreement for Studio in TX for 25 months. Condition: Fair.,25
388,2019,998,162,911,4500.0,0.05,5175.0,Credit Card,2024-10-21,2024-10-10,2024-11-09,2026-09-30,Lease agreement for Office in NY for 23 months. Condition: Good.,22
389,2019,1034,233,911,5770.0,0.05,8078.0,Credit Card,2024-12-31,2024-12-31,2025-01-18,2027-05-08,Lease agreement for Office in NY for 28 months. Condition: Good.,28
390,516,774,45,148,5800.0,0.1,9280.0,Cash,2024-09-25,2024-06-18,2024-07-03,2025-10-26,Lease agreement for House in IL for 16 months. Condition: Good.,15
391,516,774,180,148,3750.0,0.05,4312.5,Credit Card,2024-12-31,2024-12-31,2025-01-01,2026-11-22,Lease agreement for House in IL for 23 months. Condition: Good.,22
392,516,225,185,148,5230.0,0.1,14644.0,Bank Transfer,2024-12-31,2024-12-31,2025-01-19,2027-05-09,Lease agreement for House in IL for 28 months. Condition: Good.,28
393,2974,1555,71,989,5150.0,0.1,13905.0,Bank Transfer,2024-08-19,2024-04-04,2024-04-30,2026-07-19,Lease agreement for House in CA for 27 months. Condition: Good.,27
394,2974,864,248,989,4760.0,0.1,5712.0,Bank Transfer,2024-12-31,2024-12-31,2025-01-19,2026-01-14,Lease agreement for House in CA for 12 months. Condition: Good.,12
395,1366,1313,244,1023,1810.0,0.1,3077.0,Bank Transfer,2024-08-24,2024-04-21,2024-05-16,2025-10-08,Lease agreement for Studio in NY for 17 months. Condition: Good.,17
396,1366,1901,16,1023,2090.0,0.1,5643.0,Cash,2024-12-31,2024-12-31,2025-01-19,2027-04-09,Lease agreement for Studio in NY for 27 months. Condition: Good.,27
397,1366,1696,194,1023,2140.0,0.05,856.0,Bank Transfer,2024-12-31,2024-12-31,2025-01-29,2025-09-26,Lease agreement for Studio in NY for 8 months. Condition: Good.,8
398,2135,1258,205,730,9970.0,0.05,12462.5,Bank Transfer,2024-09-16,2024-08-18,2024-09-17,2026-10-07,Lease agreement for House in NY for 25 months. Condition: Good.,25
399,2135,1733,84,730,6320.0,0.05,5372.0,Bank Transfer,2024-12-31,2024-12-31,2025-01-11,2026-06-05,Lease agreement for House in NY for 17 months. Condition: Good.,17
400,1993,638,188,957,6130.0,0.1,12873.0,Cash,2024-07-06,2024-03-05,2024-03-27,2025-12-17,Lease agreement for Office in NY for 21 months. Condition: Good.,21
401,1993,1262,73,957,5310.0,0.05,7168.5,Cash,2024-12-31,2024-12-31,2025-01-01,2027-03-22,Lease agreement for Office in NY for 27 months. Condition: Good.,26
402,1993,48,93,957,5250.0,0.05,6825.0,Credit Card,2024-12-31,2024-12-31,2025-01-01,2027-02-20,Lease agreement for Office in NY for 26 months. Condition: Good.,25
403,1227,1458,14,1754,6350.0,0.1,13970.0,Credit Card,2024-06-23,2024-05-09,2024-05-27,2026-03-18,Lease agreement for House in CA for 22 months. Condition: Fair.,22
404,1227,1583,188,1754,6520.0,0.05,7824.0,Cash,2024-12-31,2024-12-31,2025-01-14,2027-01-04,Lease agreement for House in CA for 24 months. Condition: Fair.,24
405,1227,547,48,1754,7120.0,0.05,12460.0,Credit Card,2024-12-31,2024-12-31,2025-01-19,2027-12-05,Lease agreement for House in CA for 35 months. Condition: Fair.,35
406,266,1137,32,973,6200.0,0.1,19220.0,Cash,2022-04-30,2022-04-22,2022-05-19,2024-12-04,Lease agreement for Villa in FL for 31 months. Condition: Fair.,31
407,266,704,152,973,5650.0,0.1,5085.0,Cash,2024-12-18,2024-12-12,2024-12-19,2025-09-15,Lease agreement for Villa in FL for 9 months. Condition: Fair.,9
408,2628,1444,44,718,970.0,0.1,2910.0,Cash,2024-04-01,2024-02-07,2024-02-18,2026-08-06,Lease agreement for Studio in TX for 30 months. Condition: Fair.,30
409,2628,360,103,718,1160.0,0.05,1798.0,Credit Card,2024-12-31,2024-12-31,2025-01-08,2027-07-27,Lease agreement for Studio in TX for 31 months. Condition: Fair.,30
410,886,1221,52,510,4300.0,0.05,5590.0,Bank Transfer,2024-10-27,2022-05-11,2022-06-08,2024-07-27,Lease agreement for Villa in TX for 26 months. Condition: Fair.,25
411,860,1529,226,209,2130.0,0.1,4047.0,Cash,2024-12-17,2024-12-08,2024-12-09,2026-07-02,Lease agreement for Apartment in IL for 19 months. Condition: Good.,19
412,860,1612,12,209,1980.0,0.1,4158.0,Cash,2024-12-31,2024-12-31,2025-01-12,2026-10-04,Lease agreement for Apartment in IL for 21 months. Condition: Good.,21
413,2950,923,44,1021,1360.0,0.05,476.0,Credit Card,2021-12-14,2021-06-11,2021-07-03,2022-01-29,Lease agreement for Studio in TX for 7 months. Condition: Good.,6
414,2950,433,45,1021,1660.0,0.05,1079.0,Cash,2024-08-29,2024-05-25,2024-06-22,2025-07-17,Lease agreement for Studio in TX for 13 months. Condition: Good.,13
415,545,1515,52,1481,8390.0,0.05,13004.5,Cash,2024-12-02,2024-11-25,2024-12-23,2027-07-11,Lease agreement for Villa in IL for 31 months. Condition: Good.,31
416,975,1469,36,442,6070.0,0.05,10319.0,Credit Card,2023-09-25,2021-06-25,2021-07-17,2024-05-02,Lease agreement for Office in NY for 34 months. Condition: Good.,34
417,975,1514,39,442,6290.0,0.1,12580.0,Credit Card,2024-12-03,2024-12-02,2024-12-23,2026-08-15,Lease agreement for Office in NY for 20 months. Condition: Good.,20
418,1658,1819,92,800,980.0,0.1,2450.0,Bank Transfer,2024-04-09,2024-02-08,2024-02-25,2026-03-16,Lease agreement for Office in IL for 25 months. Condition: Poor.,25
419,1658,66,213,800,990.0,0.05,1683.0,Bank Transfer,2024-12-31,2024-12-31,2025-01-19,2027-11-05,Lease agreement for Office in IL for 34 months. Condition: Poor.,34
420,1658,386,4,800,1180.0,0.1,2360.0,Cash,2024-12-31,2024-12-31,2025-01-23,2026-09-15,Lease agreement for Office in IL for 20 months. Condition: Poor.,20
421,393,352,194,935,4610.0,0.1,16135.0,Bank Transfer,2024-11-22,2024-10-23,2024-11-21,2027-10-07,Lease agreement for Office in FL for 35 months. Condition: Good.,35
422,393,526,244,935,5620.0,0.05,3653.0,Cash,2024-12-31,2024-12-31,2025-01-27,2026-02-21,Lease agreement for Office in FL for 13 months. Condition: Good.,13
423,2992,1152,197,8,1220.0,0.05,1037.0,Cash,2024-12-06,2023-07-13,2023-07-14,2024-12-05,Lease agreement for Studio in TX for 17 months. Condition: Good.,17
424,2992,506,73,8,1260.0,0.05,1575.0,Cash,2024-12-11,2024-12-08,2025-01-03,2027-01-23,Lease agreement for Studio in TX for 25 months. Condition: Good.,24
425,2992,1275,140,8,1260.0,0.1,3906.0,Cash,2024-12-31,2024-12-31,2025-01-20,2027-08-08,Lease agreement for Studio in TX for 31 months. Condition: Good.,31
426,1646,2053,95,244,5670.0,0.05,2835.0,Bank Transfer,2024-12-17,2024-11-17,2024-11-26,2025-09-22,Lease agreement for Villa in FL for 10 months. Condition: Good.,10
427,1646,464,179,244,9430.0,0.1,5658.0,Bank Transfer,2024-12-31,2024-12-31,2025-01-17,2025-07-16,Lease agreement for Villa in FL for 6 months. Condition: Good.,6
428,1646,1709,89,244,8910.0,0.05,13810.5,Bank Transfer,2024-12-31,2024-12-31,2025-01-07,2027-07-26,Lease agreement for Villa in FL for 31 months. Condition: Good.,30
429,1052,506,147,153,4640.0,0.05,2784.0,Credit Card,2023-09-04,2023-07-31,2023-08-13,2024-08-07,Lease agreement for House in TX for 12 months. Condition: Good.,12
430,1052,1703,73,153,5180.0,0.1,14504.0,Credit Card,2024-12-02,2024-10-19,2024-11-06,2027-02-24,Lease agreement for House in TX for 28 months. Condition: Good.,27
431,2344,1731,182,684,2950.0,0.1,5900.0,Bank Transfer,2022-12-13,2022-09-08,2022-09-12,2024-05-04,Lease agreement for Apartment in FL for 20 months. Condition: Fair.,20
432,2253,525,176,774,2670.0,0.05,2670.0,Credit Card,2024-11-11,2024-06-01,2024-06-07,2026-01-28,Lease agreement for Office in IL for 20 months. Condition: Fair.,19
433,2253,1814,212,774,2180.0,0.05,3161.0,Bank Transfer,2024-12-31,2024-12-31,2025-01-27,2027-06-16,Lease agreement for Office in IL for 29 months. Condition: Fair.,29
434,2253,579,36,774,2280.0,0.1,3648.0,Credit Card,2024-12-31,2024-12-31,2025-01-24,2026-05-19,Lease agreement for Office in IL for 16 months. Condition: Fair.,16
435,1021,902,100,705,12900.0,0.1,32250.0,Credit Card,2024-12-19,2024-12-18,2024-12-29,2027-01-18,Lease agreement for Villa in TX for 25 months. Condition: Fair.,25
436,1021,1409,22,705,6560.0,0.1,23616.0,Cash,2024-12-31,2024-12-31,2025-01-19,2028-01-04,Lease agreement for Villa in TX for 36 months. Condition: Fair.,36
437,1781,927,121,1229,10310.0,0.05,4639.5,Credit Card,2024-03-18,2023-09-20,2023-09-29,2024-06-25,Lease agreement for Villa in NY for 9 months. Condition: Good.,9
438,64,1965,35,78,8750.0,0.05,15750.0,Cash,2024-09-10,2024-09-02,2024-09-20,2027-09-05,Lease agreement for Villa in IL for 36 months. Condition: Fair.,36
439,64,1576,26,78,8820.0,0.1,12348.0,Credit Card,2024-12-31,2024-12-31,2025-01-25,2026-03-21,Lease agreement for Villa in IL for 14 months. Condition: Fair.,14
440,781,412,53,1387,1480.0,0.05,2516.0,Credit Card,2024-08-03,2024-05-02,2024-05-28,2027-03-14,Lease agreement for Studio in IL for 34 months. Condition: Good.,34
441,2441,852,17,1131,1780.0,0.05,3026.0,Credit Card,2023-07-30,2023-05-16,2023-06-02,2026-03-18,Lease agreement for Apartment in IL for 34 months. Condition: Fair.,33
442,2441,790,17,1131,1480.0,0.05,2146.0,Credit Card,2024-12-31,2024-12-31,2025-01-09,2027-05-29,Lease agreement for Apartment in IL for 29 months. Condition: Fair.,28
443,2323,1212,96,812,1040.0,0.05,1248.0,Credit Card,2023-10-04,2022-02-20,2022-03-03,2024-02-21,Lease agreement for Studio in IL for 24 months. Condition: Poor.,23
444,2323,2041,62,812,860.0,0.05,731.0,Cash,2024-12-04,2024-05-07,2024-05-25,2025-10-17,Lease agreement for Studio in IL for 17 months. Condition: Poor.,17
445,2323,677,152,812,1060.0,0.1,954.0,Cash,2024-12-31,2024-12-31,2025-01-26,2025-10-23,Lease agreement for Studio in IL for 9 months. Condition: Poor.,9
446,2777,1631,35,1037,4440.0,0.05,6882.0,Bank Transfer,2024-05-11,2024-05-11,2024-06-01,2026-12-18,Lease agreement for Office in TX for 31 months. Condition: Good.,30
447,2777,757,191,1037,4310.0,0.1,6465.0,Bank Transfer,2024-12-31,2024-12-31,2025-01-06,2026-04-01,Lease agreement for Office in TX for 15 months. Condition: Good.,15
448,2777,900,232,1037,5460.0,0.05,2457.0,Credit Card,2024-12-31,2024-12-31,2025-01-06,2025-10-03,Lease agreement for Office in TX for 9 months. Condition: Good.,9
449,68,1666,46,493,4490.0,0.1,4041.0,Bank Transfer,2024-11-26,2024-10-13,2024-10-26,2025-07-23,Lease agreement for Office in FL for 9 months. Condition: Fair.,9
450,840,1733,82,20,1020.0,0.05,714.0,Cash,2024-08-21,2020-09-05,2020-09-12,2021-11-06,Lease agreement for Studio in TX for 14 months. Condition: Fair.,14
451,484,747,50,1234,1850.0,0.05,3330.0,Credit Card,2024-11-12,2024-09-30,2024-10-26,2027-10-11,Lease agreement for Apartment in IL for 36 months. Condition: Fair.,36
452,484,611,120,1234,2000.0,0.05,3600.0,Bank Transfer,2024-12-31,2024-12-31,2025-01-22,2028-01-07,Lease agreement for Apartment in IL for 36 months. Condition: Fair.,36
453,484,928,219,1234,1650.0,0.05,577.5,Cash,2024-12-31,2024-12-31,2025-01-01,2025-07-30,Lease agreement for Apartment in IL for 7 months. Condition: Fair.,6
454,880,1952,128,524,2600.0,0.1,8320.0,Bank Transfer,2024-05-20,2022-10-04,2022-10-08,2025-05-25,Lease agreement for Apartment in IL for 32 months. Condition: Good.,31
455,717,1224,226,1134,7000.0,0.05,5250.0,Cash,2023-06-25,2023-04-04,2023-04-27,2024-07-20,Lease agreement for Villa in FL for 15 months. Condition: Good.,15
456,717,1866,232,1134,6730.0,0.05,8749.0,Bank Transfer,2024-10-03,2024-08-18,2024-09-11,2026-10-31,Lease agreement for Villa in FL for 26 months. Condition: Good.,25
457,1098,655,203,506,12200.0,0.1,41480.0,Credit Card,2024-08-09,2024-04-30,2024-05-24,2027-03-10,Lease agreement for Villa in FL for 34 months. Condition: Good.,34
458,1098,651,63,506,12560.0,0.1,31400.0,Bank Transfer,2024-12-31,2024-12-31,2025-01-29,2027-02-18,Lease agreement for Villa in FL for 25 months. Condition: Good.,25
459,2446,1030,140,219,2050.0,0.05,1537.5,Credit Card,2024-01-25,2022-05-28,2022-05-29,2023-08-22,Lease agreement for Studio in CA for 15 months. Condition: Good.,15
460,2446,1154,78,219,1760.0,0.05,2288.0,Bank Transfer,2024-11-27,2024-11-23,2024-11-29,2027-01-18,Lease agreement for Studio in CA for 26 months. Condition: Good.,26
461,2446,204,208,219,1730.0,0.1,1903.0,Bank Transfer,2024-12-31,2024-12-31,2025-01-07,2025-12-03,Lease agreement for Studio in CA for 11 months. Condition: Good.,11
462,2479,1083,179,1460,1180.0,0.05,1652.0,Bank Transfer,2023-07-29,2022-07-23,2022-08-03,2024-11-20,Lease agreement for Studio in FL for 28 months. Condition: Good.,27
463,2479,460,84,1460,1200.0,0.1,960.0,Bank Transfer,2024-12-13,2024-12-02,2024-12-09,2025-08-06,Lease agreement for Studio in FL for 8 months. Condition: Good.,8
464,1369,222,217,768,4170.0,0.1,3753.0,Credit Card,2024-12-21,2024-12-02,2024-12-24,2025-09-20,Lease agreement for House in TX for 9 months. Condition: Good.,9
465,1369,1202,36,768,4250.0,0.1,11050.0,Cash,2024-12-31,2024-12-31,2025-01-15,2027-03-06,Lease agreement for House in TX for 26 months. Condition: Good.,26
466,1369,218,96,768,5470.0,0.05,3282.0,Cash,2024-12-31,2024-12-31,2025-01-02,2025-12-28,Lease agreement for House in TX for 12 months. Condition: Good.,11
467,151,1992,219,1732,5240.0,0.05,9170.0,Cash,2024-12-30,2024-12-27,2025-01-23,2027-12-09,Lease agreement for House in IL for 35 months. Condition: Good.,35
468,542,1821,4,273,4220.0,0.1,5908.0,Cash,2024-07-07,2023-10-20,2023-10-27,2024-12-20,Lease agreement for Office in NY for 14 months. Condition: Good.,14
469,542,1169,113,273,3590.0,0.05,1436.0,Bank Transfer,2024-12-30,2024-12-30,2025-01-11,2025-09-08,Lease agreement for Office in NY for 8 months. Condition: Good.,8
470,542,1531,244,273,4550.0,0.1,9555.0,Bank Transfer,2024-12-31,2024-12-31,2025-01-02,2026-09-24,Lease agreement for Office in NY for 21 months. Condition: Good.,20
471,636,1857,3,1232,1570.0,0.05,1884.0,Cash,2024-11-09,2024-07-04,2024-07-18,2026-07-08,Lease agreement for Studio in FL for 24 months. Condition: Good.,24
472,636,1095,50,1232,1300.0,0.05,1885.0,Credit Card,2024-12-31,2024-12-31,2025-01-15,2027-06-04,Lease agreement for Studio in FL for 29 months. Condition: Good.,29
473,636,1427,244,1232,1400.0,0.1,5040.0,Credit Card,2024-12-31,2024-12-31,2025-01-11,2027-12-27,Lease agreement for Studio in FL for 36 months. Condition: Good.,35
474,2642,576,12,1298,7550.0,0.05,10947.5,Credit Card,2023-10-04,2022-07-12,2022-07-31,2024-12-17,Lease agreement for House in CA for 29 months. Condition: Good.,29
475,1394,491,159,1,4620.0,0.05,3234.0,Cash,2023-08-14,2023-04-26,2023-05-25,2024-07-18,Lease agreement for House in IL for 14 months. Condition: Good.,14
476,1394,1749,60,1,4650.0,0.1,3720.0,Cash,2024-10-13,2024-09-10,2024-09-18,2025-05-16,Lease agreement for House in IL for 8 months. Condition: Good.,8
477,1046,1014,132,438,1110.0,0.05,555.0,Cash,2024-12-17,2024-10-18,2024-10-29,2025-08-25,Lease agreement for Studio in FL for 10 months. Condition: Fair.,10
478,1046,1171,67,438,1250.0,0.1,750.0,Bank Transfer,2024-12-31,2024-12-31,2025-01-20,2025-07-19,Lease agreement for Studio in FL for 6 months. Condition: Fair.,6
479,2971,102,50,1062,2180.0,0.1,5232.0,Cash,2024-11-30,2024-10-20,2024-10-21,2026-10-11,Lease agreement for Office in FL for 24 months. Condition: Good.,24
480,2971,150,179,1062,2080.0,0.05,2600.0,Credit Card,2024-12-31,2024-12-31,2025-01-04,2027-01-24,Lease agreement for Office in FL for 25 months. Condition: Good.,24
481,2348,1725,120,1261,3380.0,0.05,1183.0,Credit Card,2022-04-29,2022-02-22,2022-02-28,2022-09-26,Lease agreement for House in IL for 7 months. Condition: Fair.,7
482,2702,6,44,1655,1940.0,0.05,1940.0,Bank Transfer,2024-11-03,2024-04-30,2024-05-15,2026-01-05,Lease agreement for Office in IL for 20 months. Condition: Fair.,20
483,2531,1714,185,1003,2830.0,0.05,1981.0,Credit Card,2024-08-21,2023-09-13,2023-09-21,2024-11-14,Lease agreement for House in IL for 14 months. Condition: Good.,14
484,2531,869,53,1003,3110.0,0.05,5598.0,Cash,2024-12-03,2024-11-17,2024-11-19,2027-11-04,Lease agreement for House in IL for 36 months. Condition: Good.,36
485,1874,1015,232,1173,1700.0,0.05,850.0,Cash,2023-01-02,2020-10-19,2020-11-04,2021-08-31,Lease agreement for Office in IL for 10 months. Condition: Fair.,9
486,1262,1076,232,1038,7870.0,0.1,23610.0,Bank Transfer,2023-08-31,2023-04-11,2023-04-17,2025-10-03,Lease agreement for Villa in FL for 30 months. Condition: Good.,30
487,2180,1979,219,664,1980.0,0.1,4356.0,Credit Card,2024-03-03,2024-02-02,2024-02-23,2025-12-14,Lease agreement for Apartment in IL for 22 months. Condition: Good.,22
488,1224,1314,213,601,4100.0,0.05,4100.0,Bank Transfer,2024-08-02,2024-07-23,2024-08-05,2026-03-28,Lease agreement for House in IL for 20 months. Condition: Fair.,19
489,106,857,219,579,2270.0,0.05,2837.5,Bank Transfer,2024-07-24,2023-09-09,2023-09-11,2025-09-30,Lease agreement for Apartment in IL for 25 months. Condition: Fair.,24
490,106,954,232,579,2210.0,0.1,5304.0,Credit Card,2024-12-31,2024-12-31,2025-01-25,2027-01-15,Lease agreement for Apartment in IL for 24 months. Condition: Fair.,24
491,106,1987,71,579,2440.0,0.05,1098.0,Credit Card,2024-12-31,2024-12-31,2025-01-21,2025-10-18,Lease agreement for Apartment in IL for 9 months. Condition: Fair.,9
492,1013,752,39,892,1510.0,0.1,2718.0,Credit Card,2024-11-05,2024-07-20,2024-08-08,2026-01-30,Lease agreement for Studio in TX for 18 months. Condition: Good.,17
