sale_id,property_id,client_id,agent_id,owner_id,sale_date,sale_amount,commission_rate,commission_amount,commission_payment_method,commission_payment_date
309,1483,155,154,1125,2023-07-15,727671.04,0.02,14553.42,Cash,2023-09-05
310,697,2030,145,864,2024-10-04,113441.35,0.02,2268.83,Check,2024-12-08
311,322,31,138,1431,2024-04-06,212060.0,0.03,6361.8,Check,2024-06-22
312,1288,1564,186,1653,2022-10-06,276517.17,0.03,8295.52,Cash,2024-12-20
313,1495,1786,245,1516,2023-12-08,243971.54,0.03,7319.15,Cash,2023-12-10
314,2737,1613,11,1719,2023-12-12,133994.26,0.02,2679.89,Bank Transfer,2024-03-17
315,2049,1981,146,1408,2024-08-03,209670.69,0.02,4193.41,Check,2024-12-11
316,118,1031,246,798,2024-10-08,217951.92,0.02,4359.04,Cash,2024-12-15
317,2791,712,117,1310,2023-12-09,447741.58,0.03,13432.25,Cash,2024-07-24
318,747,124,27,781,2023-03-28,195854.48,0.05,9792.72,Bank Transfer,2024-05-07
319,1812,188,134,1410,2024-05-23,201470.2,0.02,4029.4,Check,2024-09-25
320,2633,1184,246,131,2024-12-27,201549.04,0.03,6046.47,Bank Transfer,2024-12-28
321,1833,538,1,479,2023-11-02,103734.64,0.02,2074.69,Cash,2023-12-07
322,2115,395,15,1676,2024-11-26,144901.45,0.02,2898.03,Cash,2024-11-27
323,2994,356,51,1173,2024-04-30,195684.55,0.03,5870.54,Bank Transfer,2024-10-19
324,1164,1737,227,1422,2021-07-09,491157.48,0.02,9823.15,Check,2024-10-29
325,2073,1594,173,403,2022-06-11,823620.75,0.05,41181.04,Check,2023-03-01
326,2620,1174,192,625,2024-01-10,130345.4,0.02,2606.91,Bank Transfer,2024-03-08
327,2523,656,175,1700,2023-08-29,739136.97,0.05,36956.85,Check,2024-11-11
328,2256,814,198,638,2024-03-09,818050.27,0.02,16361.01,Check,2024-07-24
329,2975,117,153,1208,2024-08-22,161278.26,0.05,8063.91,Bank Transfer,2024-12-18
330,2124,686,74,798,2024-08-29,444175.5,0.03,13325.26,Bank Transfer,2024-12-12
331,1053,853,198,1437,2024-06-23,225042.44,0.02,4500.85,Bank Transfer,2024-11-24
332,1427,722,18,1086,2024-11-21,1297965.04,0.02,25959.3,Bank Transfer,2024-12-30
333,2678,504,51,699,2024-03-15,167751.47,0.05,8387.57,Cash,2024-11-29
334,621,760,15,412,2024-09-03,368208.54,0.03,11046.26,Bank Transfer,2024-10-01
335,943,36,86,1239,2024-08-20,178003.66,0.03,5340.11,Cash,2024-12-29
336,2697,1044,145,78,2023-04-12,246788.18,0.03,7403.65,Cash,2023-05-27
337,2437,989,130,353,2024-01-23,315338.87,0.02,6306.78,Bank Transfer,2024-05-03
338,2983,1112,41,259,2022-01-20,758612.6,0.02,15172.25,Check,2024-11-27
339,268,1510,227,1702,2024-01-23,319182.07,0.05,15959.1,Cash,2024-10-09
340,1547,742,173,1433,2024-12-03,1461368.54,0.02,29227.37,Check,2024-12-21
341,2587,1901,74,615,2024-10-25,1961707.22,0.05,98085.36,Cash,2024-11-19
342,969,1659,107,1604,2024-11-17,335510.65,0.03,10065.32,Check,2024-12-05
343,752,1757,24,345,2023-05-21,1117239.74,0.03,33517.19,Cash,2024-10-06
344,2305,1560,148,751,2023-08-06,165280.34,0.05,8264.02,Check,2024-04-14
345,543,1311,245,1725,2024-07-13,182222.62,0.03,5466.68,Cash,2024-09-06
346,1991,1720,229,1065,2023-09-06,118679.66,0.05,5933.98,Cash,2024-08-23
347,2703,927,138,1656,2023-04-14,114721.95,0.02,2294.44,Cash,2023-09-30
348,1342,1691,207,756,2023-07-18,618660.77,0.02,12373.22,Cash,2024-06-19
349,1103,1260,42,512,2024-04-21,170282.69,0.03,5108.48,Check,2024-06-29
350,827,1496,230,835,2024-11-26,189309.63,0.05,9465.48,Check,2024-12-15
351,1435,1683,51,633,2021-01-16,861402.69,0.02,17228.05,Check,2023-12-30
352,2753,1217,173,399,2023-07-27,134204.54,0.03,4026.14,Bank Transfer,2023-08-13
353,566,995,145,1267,2024-09-10,271469.77,0.02,5429.4,Cash,2024-10-31
354,570,1893,34,333,2024-11-21,703959.06,0.05,35197.95,Check,2024-12-18
355,1157,1319,23,929,2023-06-12,594197.82,0.05,29709.89,Check,2024-08-12
356,2504,897,135,1315,2024-12-24,133151.04,0.03,3994.53,Cash,2024-12-29
357,310,48,21,1135,2024-05-21,120665.5,0.03,3619.96,Cash,2024-06-12
358,1251,791,229,1268,2021-07-02,349716.95,0.05,17485.85,Check,2022-03-30
359,2918,860,111,217,2024-10-17,203072.75,0.02,4061.46,Check,2024-12-13
360,475,391,237,6,2024-08-14,221793.43,0.05,11089.67,Check,2024-11-19
361,1797,746,230,422,2024-01-30,140212.82,0.05,7010.64,Cash,2024-06-16
362,2267,481,216,687,2024-12-11,354423.13,0.02,7088.46,Check,2024-12-30
363,631,1651,109,1646,2023-01-22,343041.64,0.02,6860.83,Cash,2024-04-10
364,193,782,198,317,2023-10-14,257629.85,0.02,5152.6,Bank Transfer,2023-12-01
365,1455,297,80,862,2022-03-05,314814.29,0.02,6296.29,Bank Transfer,2023-02-09
366,75,1087,243,1084,2020-12-19,240029.79,0.03,7200.89,Cash,2021-10-15
367,2855,648,15,17,2024-07-07,907765.5,0.02,18155.31,Check,2024-11-23
368,309,965,11,1440,2024-12-20,162037.74,0.03,4861.13,Check,2024-12-20
369,1283,1465,228,300,2024-12-23,166817.94,0.02,3336.36,Bank Transfer,2024-12-30
370,2276,1397,54,1050,2024-05-19,289053.98,0.02,5781.08,Bank Transfer,2024-11-02
371,2468,1501,161,73,2024-02-24,237135.55,0.03,7114.07,Cash,2024-09-04
372,2829,943,23,1392,2024-05-29,126924.98,0.03,3807.75,Cash,2024-08-29
373,1272,1404,161,9,2024-04-05,1164424.87,0.03,34932.75,Bank Transfer,2024-07-17
374,2629,1604,75,584,2024-04-05,215783.32,0.03,6473.5,Check,2024-04-18
375,1582,1113,209,958,2024-09-14,129452.59,0.03,3883.58,Check,2024-09-28
376,2085,710,145,1313,2023-08-16,197154.25,0.05,9857.71,Cash,2023-11-17
377,431,900,43,119,2022-11-29,681222.2,0.02,13624.44,Cash,2024-01-22
378,2506,1818,24,118,2024-09-09,389866.61,0.03,11696.0,Bank Transfer,2024-10-27
379,144,2048,86,629,2024-10-21,114140.67,0.03,3424.22,Cash,2024-12-16
380,2577,1880,139,1343,2021-08-08,154313.04,0.02,3086.26,Check,2024-04-29
381,2234,1458,127,1300,2024-07-28,701030.72,0.05,35051.54,Cash,2024-11-04
382,1796,28,186,841,2022-09-15,620662.44,0.02,12413.25,Check,2023-10-31
383,677,1228,106,413,2024-02-10,544555.89,0.05,27227.79,Check,2024-11-15
384,2832,521,211,1021,2024-12-30,132046.13,0.05,6602.31,Cash,2024-12-30
385,386,384,69,1052,2024-11-20,449577.68,0.05,22478.88,Cash,2024-12-06
386,1287,335,246,1211,2022-06-01,192839.82,0.02,3856.8,Bank Transfer,2024-07-12
387,2251,927,1,1357,2024-11-11,852139.66,0.05,42606.98,Check,2024-12-06
388,559,1187,74,1400,2023-09-19,191578.82,0.05,9578.94,Check,2024-09-02
389,487,43,207,552,2024-07-23,142566.44,0.02,2851.33,Check,2024-11-28
390,2712,891,177,871,2023-03-23,132927.82,0.03,3987.83,Bank Transfer,2023-06-04
391,643,85,210,1295,2023-11-27,267738.92,0.03,8032.17,Cash,2024-04-22
392,2888,1222,146,1516,2024-10-20,207299.66,0.02,4145.99,Cash,2024-12-21
393,1980,1438,116,172,2024-10-07,507244.07,0.03,15217.32,Cash,2024-10-14
394,418,1508,145,866,2024-09-11,282691.8,0.05,14134.59,Check,2024-10-02
395,940,1707,15,786,2024-04-08,520335.41,0.05,26016.77,Bank Transfer,2024-10-13
396,881,1470,11,1558,2022-08-02,426253.56,0.02,8525.07,Check,2023-07-16
397,152,1997,126,981,2024-05-25,360082.6,0.03,10802.48,Bank Transfer,2024-07-03
398,1048,1934,222,1682,2022-07-25,288208.73,0.05,14410.44,Cash,2024-10-02
399,1254,1614,51,795,2022-07-19,195572.49,0.05,9778.62,Check,2022-11-01
400,2004,1364,145,1617,2023-08-01,372313.13,0.02,7446.26,Cash,2024-05-29
401,1637,169,190,814,2024-04-16,133251.76,0.05,6662.59,Cash,2024-05-26
402,1574,1462,125,169,2024-07-30,223319.03,0.02,4466.38,Cash,2024-09-08
403,1778,1638,136,750,2024-07-23,745680.41,0.05,37284.02,Cash,2024-12-05
404,1225,1593,216,185,2023-12-26,940407.58,0.02,18808.15,Cash,2024-04-11
405,2358,1190,154,313,2023-06-08,195412.36,0.05,9770.62,Cash,2023-07-21
406,298,820,11,1653,2023-10-28,391671.84,0.03,11750.16,Cash,2024-06-06
407,2963,339,47,728,2024-09-11,345634.01,0.05,17281.7,Bank Transfer,2024-09-19
408,371,821,77,94,2024-12-12,184237.83,0.05,9211.89,Check,2024-12-24
409,1924,476,47,331,2020-08-12,194288.71,0.03,5828.66,Bank Transfer,2022-01-03
410,2322,284,228,1755,2024-12-13,411538.7,0.02,8230.77,Bank Transfer,2024-12-27
411,1614,1958,125,1688,2024-04-11,223488.78,0.02,4469.78,Check,2024-08-17
412,1548,1537,228,1650,2024-09-29,345774.44,0.05,17288.72,Bank Transfer,2024-12-25
413,2867,1997,11,1450,2023-11-02,193948.16,0.02,3878.96,Cash,2024-04-03
414,1300,735,65,118,2023-11-25,790645.99,0.05,39532.3,Cash,2024-10-26
415,1309,2029,229,1296,2024-04-23,134711.59,0.05,6735.58,Check,2024-11-23
416,501,1817,77,1673,2021-10-24,212297.32,0.02,4245.95,Cash,2024-09-21
417,1479,1707,86,785,2023-12-05,307409.2,0.03,9222.28,Check,2024-01-05
418,2195,533,34,1327,2023-09-18,167727.44,0.02,3354.55,Cash,2024-07-06
419,499,1654,127,229,2024-01-22,255097.16,0.02,5101.94,Bank Transfer,2024-07-10
420,1782,1379,37,1452,2022-07-04,418011.85,0.03,12540.36,Cash,2024-01-09
421,73,2051,227,765,2024-11-20,164907.77,0.03,4947.23,Bank Transfer,2024-12-24
422,1565,1255,246,1176,2023-09-30,544580.28,0.03,16337.41,Check,2024-04-03
423,299,126,173,1523,2023-02-22,1530967.85,0.02,30619.36,Bank Transfer,2023-08-13
424,1981,1057,218,1147,2022-11-05,128193.61,0.03,3845.81,Bank Transfer,2024-09-08
425,2456,972,1,1095,2024-01-21,261221.57,0.05,13061.08,Cash,2024-07-11
426,446,311,245,860,2024-10-06,164294.86,0.05,8214.74,Bank Transfer,2024-12-09
427,884,1682,225,1644,2024-03-16,653527.43,0.03,19605.82,Bank Transfer,2024-04-25
428,370,1907,127,186,2022-12-24,485689.08,0.03,14570.67,Bank Transfer,2024-06-03
429,209,728,231,751,2023-11-07,307336.37,0.03,9220.09,Bank Transfer,2023-12-27
430,2062,484,236,789,2024-12-05,1655184.8,0.02,33103.7,Bank Transfer,2024-12-12
431,1096,147,118,743,2021-12-04,240976.06,0.05,12048.8,Check,2022-10-16
432,330,1627,154,480,2020-11-09,192522.92,0.03,5775.69,Bank Transfer,2021-09-15
433,2032,473,131,1513,2024-06-19,877221.49,0.02,17544.43,Check,2024-12-21
434,2705,1018,241,1452,2024-04-05,1597040.18,0.05,79852.01,Check,2024-04-17
435,1571,381,229,108,2022-05-25,558489.04,0.02,11169.78,Cash,2022-08-23
436,1624,1154,126,97,2022-10-29,165244.0,0.02,3304.88,Cash,2023-09-14
437,2482,793,27,1109,2020-06-26,150401.82,0.02,3008.04,Check,2020-07-13
438,62,1835,118,1151,2024-08-13,133007.62,0.02,2660.15,Bank Transfer,2024-09-14
439,2273,1437,29,1088,2023-11-17,314477.17,0.02,6289.54,Bank Transfer,2024-02-13
440,318,944,154,1706,2022-05-15,143376.56,0.05,7168.83,Check,2024-05-31
441,379,611,118,379,2022-12-14,1336318.0,0.05,66815.9,Check,2023-03-22
442,2009,1793,229,470,2024-08-01,802737.7,0.02,16054.75,Check,2024-11-23
443,1506,754,69,690,2024-11-15,116005.88,0.03,3480.18,Cash,2024-12-29
444,2332,1930,111,1427,2024-08-30,1071507.9,0.03,32145.24,Check,2024-09-26
445,1680,857,11,100,2024-06-07,243775.47,0.05,12188.77,Check,2024-10-18
446,1805,255,15,774,2023-03-07,129140.87,0.02,2582.82,Bank Transfer,2024-08-29
447,2097,843,34,899,2023-06-05,235056.7,0.02,4701.13,Bank Transfer,2024-11-27
448,628,1611,42,565,2022-05-04,1322411.49,0.05,66120.57,Bank Transfer,2023-04-18
449,2588,1697,227,298,2024-11-15,928610.77,0.05,46430.54,Bank Transfer,2024-12-10
450,1220,985,24,1274,2024-03-10,161067.72,0.03,4832.03,Bank Transfer,2024-08-16
451,1226,465,230,212,2023-10-23,873021.88,0.05,43651.09,Bank Transfer,2024-11-23
452,736,63,131,385,2024-07-16,700351.23,0.05,35017.56,Bank Transfer,2024-07-24
453,2412,1606,18,969,2024-06-17,1313248.25,0.03,39397.45,Bank Transfer,2024-07-08
454,1360,1373,29,330,2024-04-27,187125.93,0.05,9356.3,Bank Transfer,2024-08-10
455,52,1817,109,1122,2024-09-07,363447.73,0.05,18172.39,Check,2024-09-18
456,914,1316,150,345,2024-12-29,497753.19,0.02,9955.06,Check,2024-12-30
457,751,10,173,157,2024-11-26,906698.9,0.05,45334.95,Cash,2024-12-25
458,1896,433,187,265,2024-09-27,489476.48,0.03,14684.29,Cash,2024-10-12
459,1329,764,246,1422,2024-05-25,409859.78,0.03,12295.79,Check,2024-10-14
460,637,1083,126,1636,2023-10-18,127861.6,0.02,2557.23,Cash,2024-05-22
461,948,7,146,1423,2021-11-30,834763.93,0.03,25042.92,Check,2024-11-30
462,1077,1885,29,1531,2024-02-05,978979.07,0.05,48948.95,Bank Transfer,2024-03-07
463,365,1406,131,940,2022-12-09,241884.08,0.03,7256.52,Bank Transfer,2022-12-19
464,2780,210,190,732,2023-05-27,616236.82,0.05,30811.84,Cash,2024-02-09
465,584,1628,125,741,2023-09-05,294077.13,0.03,8822.31,Bank Transfer,2024-10-21
466,2296,617,43,531,2022-11-02,170741.76,0.02,3414.84,Check,2024-09-01
467,944,881,242,1715,2024-06-29,580219.32,0.05,29010.97,Cash,2024-10-27
468,285,522,236,1327,2024-09-05,187702.01,0.02,3754.04,Check,2024-09-20
469,1106,1706,249,1082,2021-12-29,1173744.45,0.05,58687.22,Cash,2022-08-10
470,2854,1012,245,1409,2021-03-30,603839.46,0.03,18115.18,Check,2022-10-25
471,125,530,130,1196,2023-09-25,427546.2,0.02,8550.92,Cash,2024-05-26
472,2369,1071,112,347,2021-10-18,277514.24,0.03,8325.43,Check,2024-12-08
473,256,1366,195,406,2024-12-02,179559.02,0.05,8977.95,Bank Transfer,2024-12-20
474,323,569,1,1721,2023-04-20,250673.82,0.02,5013.48,Cash,2024-08-28
475,904,1709,126,26,2021-04-11,442070.27,0.05,22103.51,Bank Transfer,2023-11-28
476,134,1782,207,1435,2023-11-08,398100.47,0.05,19905.02,Cash,2023-11-19
477,1844,300,61,734,2020-07-04,1127649.5,0.03,33829.48,Bank Transfer,2020-10-20
478,1892,314,135,1503,2024-12-13,585512.32,0.03,17565.37,Bank Transfer,2024-12-15
479,2421,1231,207,1621,2023-11-08,381134.67,0.02,7622.69,Bank Transfer,2023-11-20
480,369,1201,24,226,2022-10-27,245900.87,0.02,4918.02,Cash,2024-07-22
481,838,1530,230,436,2024-10-12,338432.56,0.05,16921.63,Bank Transfer,2024-10-18
482,2429,94,66,1400,2022-09-29,452692.53,0.02,9053.85,Check,2023-01-27
483,2548,166,134,696,2021-08-16,177120.21,0.03,5313.61,Cash,2024-01-10
484,2417,1865,161,1434,2021-11-18,255358.48,0.03,7660.75,Cash,2023-09-17
485,755,1872,228,127,2021-01-26,156319.64,0.05,7815.98,Check,2023-09-12
486,894,1401,117,476,2024-05-16,318412.59,0.03,9552.38,Cash,2024-09-13
487,455,1513,43,1037,2021-07-19,1088883.25,0.05,54444.16,Cash,2023-02-20
488,2851,943,107,645,2023-07-24,203176.39,0.02,4063.53,Bank Transfer,2024-07-20
489,1185,636,116,1546,2024-12-15,406559.27,0.02,8131.19,Bank Transfer,2024-12-22
490,2857,61,228,1635,2024-07-21,137458.55,0.05,6872.93,Cash,2024-09-10
491,320,933,77,961,2022-09-22,717203.34,0.02,14344.07,Cash,2024-11-08
492,2870,1258,243,374,2024-12-20,109150.04,0.05,5457.5,Check,2024-12-24
493,2060,201,7,782,2024-11-10,745120.62,0.02,14902.41,Bank Transfer,2024-12-30
494,725,73,118,23,2024-07-20,146470.71,0.03,4394.12,Check,2024-11-28
495,1992,296,7,1664,2022-12-07,645460.62,0.05,32273.03,Bank Transfer,2023-04-19
496,923,1918,131,1064,2024-07-22,222501.96,0.02,4450.04,Bank Transfer,2024-12-18
497,2404,656,11,1249,2022-08-17,735190.99,0.02,14703.82,Cash,2024-04-07
498,705,218,21,750,2024-08-02,264914.26,0.03,7947.43,Check,2024-12-05
499,2389,1423,177,966,2020-05-17,250897.03,0.02,5017.94,Bank Transfer,2024-05-18
500,1011,1261,24,1681,2023-02-13,667262.67,0.02,13345.25,Cash,2023-03-04
501,1717,1476,218,1346,2022-01-30,233882.37,0.02,4677.65,Cash,2023-10-23
502,986,2007,37,67,2022-11-28,238151.75,0.02,4763.04,Cash,2024-01-16
503,2899,1271,24,1624,2024-07-16,1066079.52,0.02,21321.59,Bank Transfer,2024-08-22
504,666,951,198,1732,2022-02-27,140888.98,0.03,4226.67,Check,2024-10-23
505,800,434,43,1148,2024-11-06,210179.64,0.02,4203.59,Check,2024-12-09
506,345,1060,193,1232,2022-09-09,434571.88,0.03,13037.16,Cash,2023-02-26
507,2288,1487,209,175,2024-03-10,307497.28,0.03,9224.92,Check,2024-08-02
508,2024,59,173,1240,2024-01-30,280888.0,0.02,5617.76,Cash,2024-08-11
509,2018,1376,153,1570,2024-03-21,131162.82,0.05,6558.14,Bank Transfer,2024-05-16
510,2648,266,231,288,2022-08-13,433591.75,0.05,21679.59,Bank Transfer,2022-11-19
511,2521,1438,75,1705,2024-08-10,232800.77,0.05,11640.04,Bank Transfer,2024-10-06
512,744,316,154,372,2021-02-12,191771.27,0.03,5753.14,Bank Transfer,2023-03-09
513,2864,721,249,992,2024-03-11,186013.65,0.05,9300.68,Check,2024-08-12
514,1640,889,225,539,2021-06-07,690306.79,0.02,13806.14,Bank Transfer,2024-01-02
515,1312,729,79,206,2022-11-25,177003.7,0.03,5310.11,Bank Transfer,2023-04-13
516,2053,1605,245,537,2023-10-03,270070.65,0.03,8102.12,Cash,2023-10-30
517,1337,602,192,871,2023-08-25,333836.63,0.03,10015.1,Check,2024-11-01
518,2011,437,173,972,2024-07-13,230848.98,0.03,6925.47,Check,2024-11-13
519,2533,1010,195,1720,2024-10-30,167984.27,0.03,5039.53,Bank Transfer,2024-10-31
520,421,327,242,250,2022-04-19,387866.94,0.02,7757.34,Check,2023-09-13
521,773,1283,154,974,2024-07-22,195346.45,0.03,5860.39,Bank Transfer,2024-11-24
522,468,1277,221,346,2023-12-31,174370.61,0.03,5231.12,Cash,2024-10-11
523,227,1953,29,492,2022-01-18,1100704.38,0.02,22014.09,Bank Transfer,2022-09-21
524,485,1396,112,1243,2023-12-04,1829190.55,0.02,36583.81,Cash,2024-09-23
525,1465,163,196,439,2022-11-15,1750090.81,0.03,52502.72,Bank Transfer,2023-08-20
526,1163,511,145,975,2022-07-23,233978.56,0.05,11698.93,Bank Transfer,2022-09-03
527,441,1035,198,1560,2024-04-08,681861.12,0.03,20455.83,Bank Transfer,2024-07-14
528,2848,742,210,54,2024-12-06,596580.19,0.02,11931.6,Check,2024-12-28
529,1114,580,54,1235,2024-07-12,136871.88,0.02,2737.44,Check,2024-12-01
530,2699,1984,61,1715,2022-01-08,176018.76,0.03,5280.56,Bank Transfer,2024-05-21
531,70,690,154,465,2024-07-15,1180563.4,0.03,35416.9,Bank Transfer,2024-10-10
532,1944,1909,242,177,2023-05-07,1639663.09,0.03,49189.89,Bank Transfer,2023-09-03
533,1335,837,86,1565,2024-08-31,763555.0,0.05,38177.75,Check,2024-09-06
534,2430,732,196,1054,2022-05-28,175988.09,0.03,5279.64,Check,2022-08-24
535,2789,1131,23,49,2024-09-10,933909.96,0.05,46695.5,Check,2024-10-24
536,2914,2018,136,1154,2023-12-18,217422.14,0.02,4348.44,Check,2024-01-02
537,2733,2011,116,1115,2023-07-30,185113.26,0.02,3702.27,Cash,2024-10-22
538,336,1159,24,1329,2021-10-03,522778.42,0.03,15683.35,Bank Transfer,2022-11-18
539,2281,923,29,88,2023-04-22,670149.08,0.03,20104.47,Check,2023-06-13
540,2889,1310,145,41,2022-09-12,674768.4,0.03,20243.05,Bank Transfer,2022-12-04
541,1631,2048,6,352,2022-09-23,512573.51,0.03,15377.21,Cash,2024-02-23
542,2499,680,150,936,2024-08-28,401456.32,0.02,8029.13,Bank Transfer,2024-11-21
543,869,1701,86,370,2024-10-22,337254.15,0.03,10117.62,Cash,2024-10-22
544,1149,711,79,474,2021-09-01,420871.47,0.03,12626.14,Cash,2023-05-20
545,1515,1035,249,602,2021-10-29,119262.96,0.03,3577.89,Bank Transfer,2023-06-10
546,2229,826,225,806,2020-05-01,390379.21,0.02,7807.58,Check,2024-05-11
547,2132,1881,231,1037,2023-08-14,1071845.42,0.02,21436.91,Check,2023-11-18
548,252,274,173,602,2024-12-18,1017565.11,0.02,20351.3,Check,2024-12-29
549,2466,1950,127,1437,2024-09-28,297341.77,0.03,8920.25,Bank Transfer,2024-10-29
550,2898,403,229,1237,2024-10-02,205999.66,0.02,4119.99,Check,2024-12-26
551,2812,616,51,754,2024-02-19,1288454.21,0.02,25769.08,Cash,2024-03-12
552,1110,1064,187,1423,2024-01-31,135610.91,0.02,2712.22,Bank Transfer,2024-12-19
553,1424,235,216,1515,2022-08-21,323672.59,0.03,9710.18,Bank Transfer,2023-07-02
554,1902,1061,139,1444,2023-03-26,251857.59,0.03,7555.73,Cash,2024-10-11
555,1145,1347,218,361,2024-04-13,1749476.29,0.03,52484.29,Cash,2024-12-23
556,2392,275,154,135,2023-04-29,499866.29,0.05,24993.31,Check,2024-08-05
557,1137,1216,27,588,2024-06-02,942276.8,0.02,18845.54,Check,2024-10-10
558,2455,957,41,530,2023-02-17,614352.45,0.05,30717.62,Bank Transfer,2023-08-16
559,2099,193,154,882,2024-09-01,967031.59,0.05,48351.58,Cash,2024-11-11
560,2758,1367,210,1420,2022-04-23,1174137.43,0.05,58706.87,Bank Transfer,2024-07-22
561,1047,895,229,863,2024-07-21,166641.74,0.05,8332.09,Cash,2024-08-27
562,683,431,190,1389,2020-08-28,141634.69,0.02,2832.69,Check,2022-12-16
563,1738,48,116,571,2023-12-31,881113.05,0.02,17622.26,Cash,2024-04-10
564,404,1310,231,1516,2023-08-30,224541.28,0.03,6736.24,Cash,2024-09-02
565,1888,973,125,17,2024-12-21,293867.61,0.03,8816.03,Bank Transfer,2024-12-21
566,1889,533,195,359,2023-07-07,358584.95,0.03,10757.55,Cash,2024-07-04
567,278,517,186,1026,2024-11-08,125243.34,0.02,2504.87,Bank Transfer,2024-11-26
568,2295,780,235,1420,2022-04-08,157243.37,0.02,3144.87,Check,2023-09-18
569,1517,120,138,728,2024-04-13,493627.78,0.05,24681.39,Check,2024-05-02
570,1172,552,24,1380,2024-02-22,243408.88,0.05,12170.44,Check,2024-04-07
571,426,106,190,115,2024-12-24,131274.3,0.02,2625.49,Cash,2024-12-28
572,2836,21,218,615,2023-03-28,255469.44,0.05,12773.47,Check,2024-01-17
573,1399,843,227,1404,2023-08-17,1409493.37,0.03,42284.8,Check,2024-07-07
574,2598,793,70,1475,2024-07-14,741333.13,0.05,37066.66,Bank Transfer,2024-08-07
575,2995,1176,207,717,2022-10-08,133088.72,0.05,6654.44,Bank Transfer,2024-09-24
576,2873,1764,196,815,2024-07-01,181245.35,0.05,9062.27,Cash,2024-12-22
577,87,815,11,33,2024-05-13,559923.63,0.05,27996.18,Bank Transfer,2024-07-08
578,740,1265,116,1002,2023-09-15,207914.83,0.03,6237.44,Cash,2024-10-29
579,848,164,236,1649,2024-06-28,201271.58,0.02,4025.43,Bank Transfer,2024-11-13
580,10,465,47,1253,2022-09-28,276438.72,0.02,5528.77,Bank Transfer,2023-04-05
581,1821,808,246,518,2024-11-11,620058.43,0.05,31002.92,Check,2024-11-22
582,1615,2054,80,1668,2023-12-19,274811.19,0.05,13740.56,Check,2024-12-28
583,2198,126,125,1606,2023-01-05,127693.03,0.02,2553.86,Check,2023-09-20
584,1519,1940,192,1364,2022-01-13,693144.05,0.03,20794.32,Check,2022-12-18
585,2795,763,225,288,2022-01-26,1925584.39,0.05,96279.22,Cash,2022-07-24
586,2226,1926,116,1751,2023-10-02,1343132.98,0.05,67156.65,Check,2024-09-20
587,1107,952,148,183,2024-02-16,192776.53,0.05,9638.83,Bank Transfer,2024-10-14
588,2356,838,172,20,2024-12-20,153347.07,0.02,3066.94,Cash,2024-12-30
589,211,353,65,67,2024-12-29,1195182.5,0.02,23903.65,Check,2024-12-29
590,804,1475,116,1390,2024-12-09,122787.84,0.03,3683.64,Check,2024-12-30
591,2244,781,221,336,2022-10-17,389630.56,0.02,7792.61,Check,2024-08-05
592,428,830,235,59,2021-03-16,964323.41,0.02,19286.47,Bank Transfer,2023-07-19
593,1840,1594,173,1114,2023-11-17,1874179.0,0.02,37483.58,Cash,2024-09-11
594,685,1534,75,105,2024-11-28,370877.21,0.03,11126.32,Cash,2024-11-28
595,507,1201,138,709,2023-05-08,319757.85,0.05,15987.89,Bank Transfer,2024-03-28
596,2317,1190,161,710,2024-12-18,1396556.63,0.05,69827.83,Check,2024-12-18
597,51,560,209,1150,2024-02-27,1296143.98,0.05,64807.2,Cash,2024-06-22
598,1978,1141,80,950,2021-09-10,225701.44,0.05,11285.07,Bank Transfer,2023-04-27
599,2077,298,11,868,2023-05-05,1171060.64,0.05,58553.03,Check,2024-02-29
600,942,287,190,15,2021-05-31,432901.62,0.05,21645.08,Check,2024-04-08
601,2153,1903,218,1105,2023-05-08,264182.28,0.02,5283.65,Check,2024-07-02
602,2559,1935,27,798,2024-01-10,308530.32,0.03,9255.91,Bank Transfer,2024-11-26
603,7,782,15,1165,2023-01-24,156707.9,0.05,7835.4,Bank Transfer,2023-09-07
604,1207,1913,127,1541,2024-11-02,823236.36,0.05,41161.82,Bank Transfer,2024-11-02
605,750,1843,61,1565,2024-11-01,1267350.66,0.05,63367.53,Bank Transfer,2024-11-02
606,1449,1436,228,989,2022-01-20,120487.59,0.02,2409.75,Cash,2023-05-18
607,2387,237,195,968,2024-09-04,214572.44,0.02,4291.45,Cash,2024-10-19
608,1808,1604,107,516,2024-12-13,202909.93,0.02,4058.2,Cash,2024-12-24
609,2449,458,65,832,2023-03-15,604865.51,0.03,18145.97,Cash,2023-04-24
610,207,1424,37,1384,2024-03-18,154685.62,0.02,3093.71,Cash,2024-05-26
611,2866,101,198,879,2022-12-04,161650.97,0.02,3233.02,Cash,2024-04-24
612,582,1019,106,1017,2024-10-29,298976.35,0.03,8969.29,Cash,2024-12-28
613,2788,1586,195,1703,2022-10-20,156248.92,0.03,4687.47,Check,2024-11-22
614,351,77,125,1469,2024-03-29,167872.44,0.03,5036.17,Bank Transfer,2024-07-01
615,2769,934,135,176,2023-04-19,1125141.01,0.02,22502.82,Bank Transfer,2024-04-25
616,850,637,1,63,2024-09-11,142312.55,0.03,4269.38,Bank Transfer,2024-10-12
617,793,922,107,791,2023-06-15,739111.57,0.02,14782.23,Cash,2024-09-04
618,2061,492,11,1150,2023-06-20,196628.18,0.03,5898.85,Check,2023-11-26
619,708,2020,69,85,2024-04-11,256184.02,0.05,12809.2,Cash,2024-07-27
