visit_id,property_id,client_id,agent_id,visit_date,reason
613,2323,27,214,2023-03-15,Price Inquiry
614,866,1673,2,2021-10-01,Viewing
615,641,861,91,2022-09-30,Viewing
616,2944,771,176,2022-01-07,Neighborhood Check
617,487,956,235,2020-07-09,Neighborhood Check
618,1899,1420,63,2022-07-19,Considering purchase
619,2704,500,176,2021-05-05,Second Visit
620,2587,1866,11,2022-12-26,Neighborhood Check
621,823,209,86,2022-03-04,Neighborhood Check
622,1752,1934,120,2023-06-04,Second Visit
623,2721,1766,227,2021-05-03,Price Inquiry
624,234,951,244,2022-07-02,Viewing
625,2284,1691,177,2020-01-10,Second Visit
626,871,941,233,2021-08-26,Second Visit
627,821,339,138,2022-10-19,Viewing
628,1944,768,237,2022-11-30,Second Visit
629,1667,1097,206,2024-07-04,Considering rent
630,2446,85,200,2021-11-09,Maintenance Inquiry
631,776,1491,90,2022-09-03,Neighborhood Check
632,1450,1742,64,2023-07-02,Neighborhood Check
633,1163,795,249,2021-06-28,Comparing Options
634,825,1099,80,2022-04-09,Viewing
635,2561,244,237,2020-02-11,Viewing
636,1,1552,177,2022-05-22,Price Inquiry
637,2000,1753,205,2022-03-05,Considering purchase
638,326,223,79,2021-02-28,Price Inquiry
639,2352,1102,55,2024-04-13,Comparing Options
640,2186,680,66,2024-04-21,Neighborhood Check
641,417,1962,152,2024-04-14,Considering purchase
642,2239,577,48,2023-07-10,Price Inquiry
643,2308,889,178,2024-12-11,Maintenance Inquiry
644,1942,721,197,2020-07-04,Considering rent
645,2611,110,106,2023-03-25,Second Visit
646,2632,1841,67,2023-04-17,Considering rent
647,253,1161,49,2022-06-23,Viewing
648,2443,1280,176,2024-04-05,Comparing Options
649,1037,1038,42,2024-08-07,Viewing
650,1295,56,62,2022-01-03,Price Inquiry
651,2531,1389,19,2023-03-01,Considering purchase
652,2021,773,196,2020-02-01,Price Inquiry
653,189,539,39,2024-08-04,Considering purchase
654,19,1182,104,2020-04-15,Considering purchase
655,2865,704,218,2020-09-28,Viewing
656,2664,177,111,2020-02-25,Second Visit
657,696,844,176,2020-12-04,Viewing
658,2123,838,80,2020-02-28,Neighborhood Check
659,1231,1546,185,2020-04-09,Viewing
660,89,1370,130,2024-06-25,Price Inquiry
661,1417,1942,52,2022-09-21,Considering rent
662,2585,464,245,2021-07-04,Second Visit
663,1411,1930,46,2020-10-31,Considering rent
664,2994,893,133,2023-06-14,Maintenance Inquiry
665,755,1224,246,2023-04-19,Comparing Options
666,1401,955,69,2024-10-02,Second Visit
667,2485,137,45,2024-10-26,Second Visit
668,2586,496,135,2021-12-10,Neighborhood Check
669,1370,732,208,2023-12-26,Viewing
670,2589,1383,34,2023-10-26,Neighborhood Check
671,2831,446,247,2024-06-21,Second Visit
672,526,1407,187,2024-07-08,Viewing
673,456,337,52,2020-04-20,Considering rent
674,2965,1401,157,2021-12-04,Considering purchase
675,2637,1983,73,2023-01-22,Considering purchase
676,1194,1469,118,2022-01-09,Neighborhood Check
677,442,1190,194,2024-02-09,Second Visit
678,283,1829,188,2024-02-21,Considering rent
679,2984,1538,123,2024-08-25,Second Visit
680,2041,1074,45,2024-07-19,Second Visit
681,35,1359,22,2021-01-27,Viewing
682,2974,394,123,2024-07-19,Neighborhood Check
683,1940,512,47,2020-09-12,Neighborhood Check
684,2397,1525,102,2022-02-01,Considering rent
685,2222,364,135,2021-04-05,Second Visit
686,2279,1635,217,2020-05-26,Considering rent
687,1878,1408,64,2021-08-10,Second Visit
688,431,311,70,2023-04-04,Neighborhood Check
689,1103,1159,58,2022-05-21,Maintenance Inquiry
690,2784,326,216,2022-04-10,Price Inquiry
691,285,740,64,2021-01-11,Second Visit
692,1406,1788,203,2021-07-27,Considering rent
693,1333,20,123,2022-09-26,Price Inquiry
694,356,1811,112,2020-12-18,Neighborhood Check
695,203,1365,120,2022-10-13,Considering rent
696,904,1520,74,2020-04-07,Considering purchase
697,1892,981,1,2021-07-13,Price Inquiry
698,591,1895,156,2023-03-30,Considering purchase
699,2025,1288,39,2021-09-02,Viewing
700,2063,1301,85,2023-07-08,Viewing
701,2049,868,145,2023-05-06,Considering purchase
702,1248,111,194,2021-09-04,Considering rent
703,2189,1508,66,2021-02-10,Second Visit
704,1987,1359,214,2023-07-03,Price Inquiry
705,523,727,232,2023-10-24,Price Inquiry
706,1208,226,157,2021-10-31,Viewing
707,1173,271,73,2023-12-19,Second Visit
708,2842,1809,108,2022-05-20,Second Visit
709,2065,8,116,2024-02-22,Considering purchase
710,1451,1934,78,2022-10-02,Neighborhood Check
711,1364,1668,13,2020-10-01,Viewing
712,1076,1727,154,2023-10-21,Comparing Options
713,2225,1452,208,2021-05-25,Viewing
714,856,1780,113,2023-05-06,Viewing
715,1599,1353,196,2020-05-16,Second Visit
716,2996,1573,150,2021-08-07,Second Visit
717,887,951,176,2023-09-15,Considering rent
718,2344,820,30,2021-08-13,Viewing
719,112,1237,208,2020-08-12,Viewing
720,808,915,79,2021-05-03,Price Inquiry
721,1052,1278,28,2020-10-10,Second Visit
722,584,1109,152,2024-09-06,Considering rent
723,314,1324,102,2023-12-11,Second Visit
724,2753,422,141,2024-08-04,Considering purchase
725,1892,527,195,2022-01-11,Viewing
726,881,721,144,2023-04-05,Considering rent
727,2468,1294,15,2022-05-03,Viewing
728,1271,1587,30,2020-10-14,Comparing Options
729,1866,1534,120,2021-11-04,Considering rent
730,2828,909,50,2020-05-25,Considering rent
731,1622,615,227,2020-09-24,Viewing
732,501,561,27,2020-02-04,Viewing
733,2075,830,39,2024-08-04,Price Inquiry
734,2091,1367,131,2022-02-28,Price Inquiry
735,2751,654,102,2024-07-29,Considering purchase
736,1746,1000,101,2023-04-23,Considering purchase
737,119,1570,73,2023-04-28,Viewing
738,791,272,93,2022-02-25,Considering purchase
739,1632,1041,17,2020-04-05,Considering rent
740,2316,1372,44,2023-01-19,Viewing
741,2949,1261,186,2020-09-28,Second Visit
742,1613,978,86,2024-06-12,Considering purchase
743,1330,1231,6,2021-05-05,Viewing
744,1817,439,135,2021-11-08,Second Visit
745,370,829,112,2020-02-20,Second Visit
746,189,16,71,2024-05-12,Neighborhood Check
747,801,1213,212,2021-12-01,Considering rent
748,2142,1886,225,2024-12-17,Second Visit
749,2066,1973,175,2023-04-09,Viewing
750,1252,1265,39,2022-06-30,Considering rent
751,2718,13,102,2022-08-14,Second Visit
752,1711,1053,153,2022-03-08,Second Visit
753,358,135,93,2021-10-25,Second Visit
754,2482,1717,138,2024-06-25,Viewing
755,1669,213,34,2020-03-15,Second Visit
756,419,1239,171,2021-06-20,Second Visit
757,2321,549,69,2023-09-30,Neighborhood Check
758,2468,845,175,2023-08-31,Viewing
759,1268,1816,222,2022-05-30,Comparing Options
760,2054,1502,245,2024-02-05,Considering purchase
761,2426,1349,28,2024-03-19,Considering purchase
762,1540,361,30,2021-12-26,Neighborhood Check
763,1279,389,236,2020-06-13,Viewing
764,671,636,18,2020-12-19,Considering purchase
765,318,1431,126,2021-09-12,Considering purchase
766,268,1740,125,2020-04-21,Neighborhood Check
767,2695,1341,18,2022-07-26,Comparing Options
768,2311,125,129,2021-07-10,Considering purchase
769,1418,1579,180,2024-03-15,Considering rent
770,629,1170,127,2022-04-12,Neighborhood Check
771,2701,256,69,2020-06-14,Considering purchase
772,1535,1700,36,2022-03-20,Viewing
773,1559,499,194,2023-09-13,Second Visit
774,1981,1284,47,2023-06-30,Viewing
775,2688,558,32,2021-02-13,Considering rent
776,1736,331,44,2020-09-03,Considering rent
777,348,304,7,2020-06-25,Viewing
778,591,486,240,2022-06-03,Viewing
779,963,104,117,2024-12-16,Comparing Options
780,746,1661,3,2023-07-09,Viewing
781,2351,1877,27,2023-08-31,Second Visit
782,1586,706,74,2023-10-07,Second Visit
783,1462,2019,84,2023-06-23,Price Inquiry
784,135,1777,80,2022-03-16,Viewing
785,2097,1789,15,2024-09-26,Considering purchase
786,1951,314,86,2021-12-25,Second Visit
787,1719,876,222,2022-11-10,Second Visit
788,568,2032,138,2020-11-16,Neighborhood Check
789,2015,445,184,2020-03-19,Second Visit
790,1700,1125,243,2023-07-10,Second Visit
791,1415,1617,97,2021-06-26,Considering rent
792,307,1335,215,2024-06-13,Viewing
793,1353,62,72,2020-05-01,Price Inquiry
794,525,1595,72,2024-09-01,Second Visit
795,1691,829,218,2023-08-14,Neighborhood Check
796,2669,333,198,2023-11-17,Considering purchase
797,202,2000,39,2024-12-20,Considering purchase
798,518,874,123,2021-09-19,Comparing Options
799,1642,105,218,2021-08-02,Viewing
800,2931,1162,149,2021-03-05,Considering rent
801,2797,334,237,2023-03-21,Second Visit
802,1668,1237,44,2020-11-27,Considering rent
803,865,1670,123,2024-04-07,Price Inquiry
804,2658,990,187,2021-04-08,Viewing
805,1716,1082,147,2021-09-01,Second Visit
806,1460,1681,214,2021-06-25,Viewing
807,572,1383,245,2021-05-16,Neighborhood Check
808,2338,13,70,2023-05-22,Viewing
809,2227,1927,120,2022-05-30,Second Visit
810,2004,1641,11,2021-09-22,Second Visit
811,2402,1592,104,2021-11-03,Considering purchase
812,1125,575,112,2023-12-04,Second Visit
813,1755,1551,175,2020-07-30,Viewing
814,1772,1407,103,2024-08-21,Viewing
815,1929,1568,77,2024-10-21,Second Visit
816,2416,1369,66,2020-08-04,Neighborhood Check
817,2221,1539,153,2023-11-15,Second Visit
818,2189,992,138,2023-08-17,Price Inquiry
819,2641,1442,189,2024-09-16,Second Visit
820,247,346,81,2024-12-21,Price Inquiry
821,1156,393,84,2021-09-07,Considering rent
822,2726,1778,82,2021-09-05,Price Inquiry
823,1084,482,9,2023-10-05,Maintenance Inquiry
824,2814,429,37,2024-03-21,Second Visit
825,155,1790,129,2022-04-18,Comparing Options
826,167,394,198,2023-03-22,Viewing
827,2987,1945,17,2022-03-01,Price Inquiry
828,825,940,41,2024-11-25,Second Visit
829,1296,415,47,2024-07-11,Price Inquiry
830,1573,875,160,2020-08-02,Viewing
831,2244,1799,135,2020-07-11,Comparing Options
832,245,1388,218,2022-10-04,Second Visit
833,1775,1513,213,2022-03-22,Viewing
834,159,798,63,2022-10-06,Neighborhood Check
835,2522,1327,160,2023-12-03,Viewing
836,240,554,197,2024-10-11,Considering purchase
837,1018,771,91,2021-09-13,Second Visit
838,1433,1785,101,2021-06-19,Second Visit
839,1855,897,203,2023-05-06,Second Visit
840,823,1125,222,2020-08-05,Considering purchase
841,1107,1280,80,2020-01-11,Viewing
842,2811,631,14,2022-06-23,Comparing Options
843,932,238,195,2021-05-16,Viewing
844,741,1747,237,2021-03-14,Viewing
845,2284,961,189,2022-04-02,Considering rent
846,2014,1386,107,2024-04-03,Viewing
847,1307,1851,57,2024-07-07,Viewing
848,1635,2040,221,2021-06-29,Neighborhood Check
849,3000,1357,196,2024-07-15,Considering purchase
850,2793,730,155,2023-01-20,Viewing
851,2984,1460,248,2024-06-22,Comparing Options
852,1561,693,206,2024-12-22,Viewing
853,2394,480,221,2022-09-23,Comparing Options
854,220,16,144,2024-06-05,Price Inquiry
855,2621,454,75,2023-02-25,Second Visit
856,523,276,185,2020-05-24,Neighborhood Check
857,1699,1545,24,2024-07-15,Price Inquiry
858,118,373,97,2022-05-29,Considering rent
859,2780,1010,175,2022-11-27,Comparing Options
860,2966,741,35,2022-02-08,Considering purchase
861,2223,10,184,2023-03-23,Considering rent
862,576,981,237,2021-01-18,Second Visit
863,801,1143,192,2022-11-16,Viewing
864,2836,1884,117,2020-09-23,Considering purchase
865,1642,605,236,2021-09-12,Comparing Options
866,1464,1807,28,2023-05-05,Neighborhood Check
867,46,784,176,2020-08-22,Viewing
868,1303,1787,134,2021-07-26,Second Visit
869,2881,339,32,2021-12-08,Considering rent
870,386,80,59,2024-06-12,Maintenance Inquiry
871,1718,441,167,2021-08-19,Neighborhood Check
872,2979,1474,185,2024-09-18,Considering rent
873,1190,1902,248,2020-02-24,Considering rent
874,117,997,41,2024-04-22,Second Visit
875,848,2026,130,2023-12-31,Price Inquiry
876,2476,826,103,2024-07-23,Neighborhood Check
877,2162,1397,155,2020-08-30,Viewing
878,157,1209,175,2023-06-22,Comparing Options
879,134,740,218,2023-10-12,Viewing
880,832,573,127,2022-07-10,Viewing
881,1489,1485,209,2024-11-16,Neighborhood Check
882,212,1162,161,2024-02-28,Viewing
883,1967,1526,81,2024-01-14,Considering purchase
884,2451,1261,129,2023-05-17,Considering purchase
885,1675,985,30,2022-12-25,Considering purchase
886,1773,787,52,2022-10-11,Considering purchase
887,352,1088,196,2021-09-18,Viewing
888,469,1060,14,2024-07-13,Viewing
889,2199,789,46,2023-11-15,Second Visit
890,130,1496,149,2020-04-20,Considering rent
891,2907,1793,180,2020-04-28,Considering rent
892,718,1440,89,2020-12-21,Considering rent
893,1948,346,104,2022-09-20,Viewing
894,841,1159,128,2024-09-10,Price Inquiry
895,681,466,29,2022-03-09,Viewing
896,2679,1082,49,2022-10-18,Viewing
897,2863,1760,153,2024-10-06,Second Visit
898,1475,1468,32,2023-10-21,Price Inquiry
899,2725,1751,62,2020-11-17,Price Inquiry
900,2838,169,212,2021-12-05,Considering rent
901,1557,1763,218,2022-07-04,Viewing
902,2613,1740,229,2023-03-20,Price Inquiry
903,631,446,237,2024-09-07,Viewing
904,1201,303,101,2024-03-16,Second Visit
905,1930,681,235,2022-05-19,Considering purchase
906,163,2042,73,2024-09-12,Considering purchase
907,1629,1507,131,2022-11-30,Viewing
908,1794,1431,160,2024-05-21,Second Visit
909,2136,1352,53,2020-04-23,Price Inquiry
910,1942,1117,210,2023-10-05,Price Inquiry
911,2742,375,93,2022-07-25,Considering rent
912,1920,786,93,2024-03-03,Considering rent
913,2369,452,54,2021-12-12,Viewing
914,1905,1249,179,2023-10-25,Second Visit
915,1487,1146,129,2020-12-16,Viewing
916,1464,1713,240,2022-08-25,Price Inquiry
917,2614,679,138,2021-08-25,Price Inquiry
918,173,1744,249,2020-02-04,Considering purchase
919,291,50,22,2022-03-03,Considering purchase
920,1583,322,114,2023-01-20,Maintenance Inquiry
921,2133,883,84,2022-04-11,Second Visit
922,2331,1369,212,2023-11-21,Viewing
923,404,573,34,2020-06-04,Second Visit
924,2884,157,117,2020-04-25,Viewing
925,1530,126,121,2024-06-20,Considering purchase
926,1741,1426,39,2021-08-18,Considering rent
927,1167,637,108,2020-08-06,Considering purchase
928,1043,238,168,2021-02-16,Considering purchase
929,2950,429,208,2020-02-17,Viewing
930,2369,1587,127,2023-12-21,Comparing Options
931,672,1862,147,2023-05-31,Viewing
932,2504,993,6,2023-04-14,Neighborhood Check
933,1943,221,124,2021-09-10,Considering purchase
934,2912,1800,51,2022-10-24,Price Inquiry
935,2501,1601,191,2023-05-13,Price Inquiry
936,1518,472,50,2022-01-14,Viewing
937,730,607,172,2022-12-22,Second Visit
938,2586,692,99,2022-12-06,Considering purchase
939,1033,1099,148,2022-04-20,Comparing Options
940,671,1639,47,2024-08-24,Neighborhood Check
941,850,2031,34,2023-09-26,Price Inquiry
942,1814,2050,7,2020-08-20,Neighborhood Check
943,2466,550,79,2023-09-06,Second Visit
944,347,2004,111,2023-02-07,Second Visit
945,2691,324,57,2023-10-07,Price Inquiry
946,915,1746,49,2023-12-06,Second Visit
947,1792,1002,147,2021-02-07,Considering rent
948,1520,1485,91,2023-06-27,Viewing
949,152,1494,241,2021-03-19,Considering purchase
950,1010,1214,63,2021-03-09,Viewing
951,918,759,95,2022-12-26,Considering rent
952,608,1265,4,2023-02-09,Considering rent
953,2699,1774,221,2024-10-06,Second Visit
954,1613,1240,161,2023-06-15,Viewing
955,303,101,111,2022-06-12,Second Visit
956,1843,1578,81,2022-11-18,Considering purchase
957,2676,422,84,2020-02-12,Considering rent
958,1490,1890,51,2023-10-10,Viewing
959,2519,435,28,2023-05-19,Neighborhood Check
960,2030,1345,30,2022-03-23,Comparing Options
961,2809,861,116,2020-01-25,Price Inquiry
962,2935,492,240,2022-05-09,Viewing
963,109,525,101,2020-10-10,Second Visit
964,252,360,231,2023-02-27,Second Visit
965,224,763,121,2020-09-29,Viewing
966,1200,548,108,2022-08-05,Considering purchase
967,891,546,104,2024-11-08,Second Visit
968,2631,29,103,2022-07-08,Second Visit
969,1371,933,73,2024-04-17,Considering rent
970,714,1905,241,2024-10-23,Second Visit
971,1763,1795,172,2022-06-02,Viewing
972,1189,1281,64,2024-11-25,Price Inquiry
973,330,1555,127,2020-10-24,Considering purchase
974,33,1982,35,2022-12-29,Second Visit
975,1099,1627,160,2024-02-18,Viewing
976,2003,323,155,2023-04-20,Considering rent
977,460,549,144,2022-10-17,Price Inquiry
978,1287,1321,243,2023-08-05,Considering purchase
979,1332,524,188,2022-09-29,Price Inquiry
980,1706,85,19,2020-06-17,Second Visit
981,2657,694,240,2021-09-13,Considering rent
982,588,1575,74,2020-10-29,Comparing Options
983,844,422,226,2021-08-18,Price Inquiry
984,1944,1633,47,2022-10-14,Viewing
985,1426,586,69,2024-11-03,Considering purchase
986,1070,408,102,2024-03-26,Viewing
987,726,97,206,2020-07-31,Considering rent
988,2707,835,45,2022-01-08,Second Visit
989,1821,1477,148,2023-11-05,Viewing
990,580,1597,186,2020-09-22,Second Visit
991,2301,1518,62,2023-11-02,Considering rent
992,1536,1080,205,2023-08-02,Considering rent
993,380,1253,52,2021-06-14,Considering rent
994,2470,182,157,2021-10-17,Considering purchase
995,1941,572,134,2022-04-24,Second Visit
996,362,1290,103,2023-04-10,Considering rent
997,1753,369,72,2020-04-06,Neighborhood Check
998,2314,1131,156,2024-04-18,Viewing
999,2709,223,210,2023-11-09,Considering purchase
1000,1472,265,62,2024-01-23,Second Visit
1001,1623,1264,145,2023-12-31,Second Visit
1002,2596,1661,183,2024-09-25,Maintenance Inquiry
1003,245,918,139,2023-01-26,Considering purchase
1004,2788,1421,71,2020-06-07,Considering rent
1005,534,920,5,2023-04-18,Viewing
1006,1707,1840,240,2021-10-30,Price Inquiry
1007,1400,1711,14,2020-07-17,Second Visit
1008,2422,1849,117,2024-03-22,Comparing Options
1009,1399,38,237,2020-05-22,Neighborhood Check
1010,1117,157,75,2021-04-11,Second Visit
1011,1403,1132,64,2020-01-20,Second Visit
1012,2917,1812,241,2023-08-21,Viewing
1013,2139,1535,132,2024-04-24,Neighborhood Check
1014,2991,1734,246,2024-11-14,Price Inquiry
1015,34,1862,36,2021-01-14,Neighborhood Check
1016,2049,820,173,2024-12-14,Considering purchase
1017,2032,1924,141,2024-08-26,Second Visit
1018,2660,366,47,2021-12-22,Second Visit
1019,1824,1884,146,2023-01-15,Viewing
1020,247,58,149,2022-01-05,Considering rent
1021,2894,669,45,2021-08-21,Considering rent
1022,1577,1739,197,2022-05-08,Second Visit
1023,1869,415,112,2022-07-15,Viewing
1024,2097,760,46,2024-04-25,Considering rent
1025,1305,948,157,2022-02-05,Second Visit
1026,2239,66,168,2020-05-15,Neighborhood Check
1027,2593,1464,87,2022-11-24,Considering purchase
1028,1861,1026,97,2024-02-16,Viewing
1029,1464,289,96,2021-01-20,Second Visit
1030,479,1266,206,2021-01-17,Price Inquiry
1031,2429,1058,112,2024-11-07,Viewing
1032,1567,1861,78,2022-05-03,Considering purchase
1033,334,1224,138,2023-12-05,Neighborhood Check
1034,567,1615,43,2023-11-13,Considering purchase
1035,706,897,47,2024-03-14,Price Inquiry
1036,1433,1046,104,2023-09-27,Considering rent
1037,1448,1062,66,2020-10-20,Viewing
1038,2993,1547,100,2023-10-05,Comparing Options
1039,1035,1401,135,2023-12-13,Considering purchase
1040,2093,1154,221,2020-04-20,Second Visit
1041,1792,279,48,2020-07-31,Second Visit
1042,2386,717,191,2023-11-15,Viewing
1043,2868,1682,48,2021-04-11,Neighborhood Check
1044,664,1245,51,2022-11-21,Considering purchase
1045,755,42,90,2022-03-23,Considering rent
1046,1319,858,177,2021-12-18,Second Visit
1047,180,688,139,2023-04-22,Second Visit
1048,2529,756,244,2023-01-13,Considering rent
1049,2045,1319,226,2024-11-23,Neighborhood Check
1050,518,1901,84,2023-07-07,Viewing
1051,437,1583,144,2024-01-14,Viewing
1052,367,1466,249,2023-12-11,Neighborhood Check
1053,1714,486,86,2022-06-30,Viewing
1054,2841,222,187,2022-01-04,Price Inquiry
1055,1009,1591,102,2023-10-21,Price Inquiry
1056,2145,2034,215,2023-01-05,Price Inquiry
1057,1924,814,86,2024-07-12,Comparing Options
1058,1329,1926,195,2020-09-20,Considering purchase
1059,218,1082,179,2021-10-21,Second Visit
1060,794,1086,72,2021-04-24,Comparing Options
1061,2398,837,56,2022-09-21,Maintenance Inquiry
1062,1968,232,210,2023-08-13,Considering purchase
1063,2488,496,95,2024-02-01,Considering rent
1064,1309,1039,210,2022-12-24,Second Visit
1065,2673,1051,185,2021-07-19,Considering rent
1066,1048,1940,236,2022-06-22,Viewing
1067,1293,1072,176,2024-11-04,Comparing Options
1068,478,1099,106,2021-06-04,Price Inquiry
1069,1559,684,32,2022-10-04,Viewing
1070,1908,1151,207,2023-04-06,Viewing
1071,2945,1408,48,2023-10-05,Neighborhood Check
1072,246,1275,185,2024-03-13,Price Inquiry
1073,304,585,213,2024-12-06,Considering rent
1074,669,373,92,2024-01-10,Viewing
1075,2610,1936,96,2020-02-19,Viewing
1076,1858,1440,70,2023-03-11,Second Visit
1077,1987,1570,55,2021-01-28,Viewing
1078,605,675,60,2022-05-10,Considering rent
1079,1642,2020,27,2023-06-08,Considering purchase
1080,2880,339,145,2024-09-26,Second Visit
1081,1288,969,77,2020-12-29,Neighborhood Check
1082,2990,1309,212,2020-08-06,Considering purchase
1083,2304,575,96,2022-08-10,Considering rent
1084,2428,1197,132,2021-02-28,Considering purchase
1085,1242,361,171,2024-12-13,Price Inquiry
1086,2155,1953,206,2023-07-10,Second Visit
1087,2499,622,231,2020-01-29,Second Visit
1088,1796,585,227,2020-12-06,Considering purchase
1089,995,629,150,2021-03-19,Considering purchase
1090,1360,429,18,2023-04-01,Second Visit
1091,1943,928,63,2024-01-30,Considering purchase
1092,2437,904,91,2021-02-22,Price Inquiry
1093,957,751,2,2023-12-21,Considering purchase
1094,1527,672,30,2022-12-16,Considering purchase
1095,2980,1025,184,2021-12-27,Considering rent
1096,2410,217,227,2024-02-25,Viewing
1097,96,325,221,2020-10-03,Second Visit
1098,406,240,95,2020-12-02,Viewing
1099,1574,65,211,2023-01-18,Viewing
1100,1921,1794,215,2020-03-16,Considering purchase
1101,2492,745,120,2020-02-15,Price Inquiry
1102,1222,1049,1,2021-10-05,Second Visit
1103,2248,1358,136,2024-11-27,Neighborhood Check
1104,2033,939,64,2023-01-15,Second Visit
1105,205,988,48,2020-01-14,Viewing
1106,2324,871,32,2022-01-27,Viewing
1107,1329,535,149,2020-10-02,Considering rent
1108,1212,785,61,2020-08-27,Neighborhood Check
1109,1750,1924,53,2022-10-17,Comparing Options
1110,1031,841,159,2021-12-09,Considering rent
1111,566,396,32,2021-08-08,Considering rent
1112,1653,1950,82,2022-01-15,Price Inquiry
1113,2133,214,167,2021-07-12,Second Visit
1114,2816,213,26,2020-07-31,Considering rent
1115,911,1764,203,2024-09-23,Considering rent
1116,2448,440,87,2021-11-02,Viewing
1117,2367,803,82,2023-01-25,Second Visit
1118,70,721,197,2021-05-25,Considering rent
1119,581,931,22,2020-03-04,Considering rent
1120,1275,675,136,2024-09-13,Viewing
1121,1418,806,71,2023-02-24,Second Visit
1122,263,787,129,2023-10-16,Viewing
1123,185,1708,63,2023-10-08,Viewing
1124,146,133,90,2022-10-28,Considering purchase
1125,2354,1351,211,2024-04-23,Viewing
1126,1369,855,203,2023-01-24,Considering purchase
1127,1673,1135,26,2023-04-03,Comparing Options
1128,1600,157,207,2021-09-21,Second Visit
1129,2702,449,73,2024-08-29,Price Inquiry
1130,405,1174,155,2021-11-26,Second Visit
1131,1608,835,121,2022-10-01,Considering rent
1132,201,328,179,2020-07-09,Considering rent
1133,1758,36,221,2024-09-26,Viewing
1134,272,68,71,2022-07-22,Viewing
1135,2626,1486,222,2023-08-15,Viewing
1136,2314,946,89,2020-01-15,Price Inquiry
1137,1472,1518,113,2023-10-14,Considering rent
1138,1807,947,18,2020-12-12,Second Visit
1139,1844,388,112,2020-04-05,Considering purchase
1140,2797,1400,154,2020-05-27,Considering purchase
1141,1429,517,70,2024-10-18,Price Inquiry
1142,2269,1291,243,2020-05-30,Considering purchase
1143,547,706,173,2023-09-06,Viewing
1144,1250,1912,127,2021-07-15,Second Visit
1145,2264,1927,32,2020-11-29,Viewing
1146,1171,1218,36,2022-08-26,Neighborhood Check
1147,138,400,99,2023-04-03,Price Inquiry
1148,385,1661,171,2023-08-10,Viewing
1149,697,1062,186,2022-08-23,Considering purchase
1150,2270,1673,232,2020-06-25,Second Visit
1151,272,1411,84,2024-12-29,Considering purchase
1152,1750,1298,28,2022-07-31,Second Visit
1153,194,533,117,2020-10-07,Viewing
1154,1604,1984,19,2020-06-14,Price Inquiry
1155,1304,1811,84,2020-06-24,Comparing Options
1156,65,1119,186,2022-04-08,Second Visit
1157,2394,447,99,2024-03-29,Second Visit
1158,102,1579,15,2022-11-21,Second Visit
1159,2152,77,57,2021-08-29,Viewing
1160,175,1816,147,2022-04-01,Second Visit
1161,843,1915,50,2024-11-29,Considering rent
1162,1868,907,245,2023-12-27,Neighborhood Check
1163,61,113,101,2022-11-10,Viewing
1164,1988,819,106,2020-08-29,Viewing
1165,26,423,18,2020-10-01,Considering purchase
1166,2681,34,249,2023-04-13,Price Inquiry
1167,2244,1536,190,2020-10-05,Second Visit
1168,344,876,7,2020-06-15,Neighborhood Check
1169,2179,525,197,2020-01-08,Considering purchase
1170,379,734,150,2020-02-09,Comparing Options
1171,2358,1912,177,2020-11-24,Second Visit
1172,119,725,85,2022-12-18,Viewing
1173,2558,1373,171,2022-11-19,Second Visit
1174,2836,152,23,2023-05-28,Viewing
1175,1262,978,84,2023-03-25,Viewing
1176,712,95,29,2021-06-28,Viewing
1177,327,210,42,2024-12-30,Neighborhood Check
1178,1088,908,49,2022-04-03,Viewing
1179,1866,1513,139,2023-05-14,Viewing
1180,2036,675,235,2024-08-31,Viewing
1181,465,1139,211,2024-11-28,Comparing Options
1182,102,146,79,2023-06-01,Price Inquiry
1183,374,689,86,2020-02-19,Second Visit
1184,471,1907,104,2021-06-13,Price Inquiry
1185,2990,2058,180,2022-03-01,Neighborhood Check
1186,1413,1630,146,2023-04-12,Comparing Options
1187,792,1025,51,2021-08-09,Considering purchase
1188,139,1158,230,2023-10-17,Neighborhood Check
1189,214,823,155,2021-11-17,Considering purchase
1190,2951,125,78,2024-10-03,Considering purchase
1191,1763,303,107,2024-09-27,Second Visit
1192,1463,1149,187,2021-11-10,Second Visit
1193,1976,487,37,2023-07-12,Viewing
1194,131,32,126,2022-06-30,Price Inquiry
1195,1294,1076,61,2024-11-23,Second Visit
1196,2946,1704,18,2021-07-21,Price Inquiry
1197,2858,121,72,2020-08-04,Viewing
1198,1970,861,205,2022-07-31,Viewing
1199,2991,1572,11,2020-09-11,Viewing
1200,2518,1733,97,2020-02-17,Considering rent
1201,2079,194,144,2023-07-12,Considering purchase
1202,782,821,21,2022-04-02,Viewing
1203,2711,1949,242,2020-02-09,Comparing Options
1204,2738,879,210,2023-02-21,Viewing
1205,1112,1110,14,2024-01-11,Viewing
1206,2416,1088,41,2024-05-06,Considering purchase
1207,1905,1970,244,2023-12-03,Considering rent
1208,276,329,96,2022-01-25,Viewing
1209,816,671,221,2020-12-29,Second Visit
1210,244,504,15,2022-07-03,Neighborhood Check
1211,2673,1777,103,2022-01-31,Considering rent
1212,1058,38,28,2021-01-05,Second Visit
1213,1987,740,184,2021-08-12,Considering rent
1214,1594,845,23,2024-07-25,Neighborhood Check
1215,1068,751,141,2020-06-19,Considering purchase
1216,299,1433,1,2022-10-29,Considering purchase
