property_id,owner_id,property_manager_id,address_id,listing_date,property_type,rooms,bathrooms,parking,condition,listing_type,listing_price
391,549,166,391,12/6/2023,House,5,2,1,Fair,Sale,450450
392,1567,58,392,2/16/2023,House,4,3,1,Good,Rent,5722
393,935,105,393,8/8/2021,Office,5,3,3,Good,Rent,3681
394,601,220,394,7/15/2021,House,5,4,0,Good,Rent,8093
395,944,83,395,3/5/2024,Office,5,3,0,Good,Sale,463029
396,17,110,396,3/19/2023,Studio,2,1,1,Good,Rent,2199
397,396,25,397,4/7/2022,Studio,1,1,0,Poor,Sale,94585
398,1722,137,398,12/15/2023,House,5,3,2,Good,Rent,7597
399,830,151,399,10/17/2021,Office,1,2,0,Poor,Sale,106659
400,1324,137,400,11/23/2020,House,5,3,0,Good,Rent,5787
401,1478,56,401,12/29/2021,Apartment,3,1,3,Good,Sale,189511
402,1055,200,402,3/16/2021,Office,3,2,2,Good,Rent,2543
403,1334,31,403,12/10/2023,Office,2,2,1,Good,Rent,1946
404,1516,25,404,6/15/2023,Apartment,2,2,3,Fair,Sale,225313
405,1010,137,405,11/14/2021,Office,5,3,2,Good,Rent,5203
406,829,10,406,9/30/2024,House,3,3,1,Good,Rent,4162
407,1413,142,407,8/3/2024,Office,5,1,0,Good,Sale,442308
408,360,239,408,2/6/2020,Office,4,3,2,Good,Sale,274944
409,629,143,409,3/17/2020,House,4,4,1,Fair,Sale,582557
410,1196,105,410,7/17/2021,House,3,4,2,Good,Sale,449792
411,1544,239,411,6/20/2021,House,3,3,1,Good,Rent,4837
412,1554,158,412,6/3/2020,Apartment,2,1,3,Fair,Sale,170781
413,292,239,413,10/16/2023,Apartment,3,3,3,Good,Rent,3062
414,869,94,414,3/30/2020,Office,3,2,2,Good,Rent,2362
415,366,31,415,3/1/2023,House,3,3,0,Good,Rent,3740
416,1201,223,416,4/9/2023,Apartment,3,3,0,Good,Rent,2948
417,323,98,417,1/5/2024,Studio,2,1,1,Good,Rent,2390
418,866,31,418,5/7/2020,Apartment,2,2,3,Good,Sale,287425
419,779,238,419,11/13/2024,House,5,4,0,Fair,Rent,5274
420,1203,174,420,6/25/2021,Villa,7,4,3,Good,Sale,1051261
421,250,200,421,8/31/2021,Office,4,3,1,Fair,Sale,387009
422,1453,25,422,8/18/2022,Studio,1,1,1,Poor,Rent,1159
423,1689,115,423,4/20/2022,House,4,2,1,Good,Sale,665289
424,735,76,424,7/3/2024,Apartment,2,3,3,Good,Sale,276789
425,161,58,425,9/24/2020,Office,4,2,1,Good,Sale,267868
426,115,88,426,12/22/2024,Studio,2,1,3,Fair,Sale,136227
427,94,169,427,3/9/2020,Apartment,3,1,1,Good,Sale,231871
428,59,119,428,12/29/2020,House,6,3,1,Good,Sale,994982
429,464,10,429,5/7/2020,Apartment,4,2,0,Good,Rent,5566
430,289,122,430,6/12/2020,Office,3,2,2,Good,Sale,241067
431,119,10,431,9/21/2020,House,6,3,0,Good,Sale,675932
432,1586,115,432,4/22/2020,Villa,6,6,0,Fair,Rent,12915
433,1274,76,433,8/11/2021,Villa,7,6,1,Good,Sale,2013967
434,1356,169,434,7/15/2021,Office,1,1,2,Good,Sale,120200
435,285,68,435,11/20/2023,Studio,1,1,2,Poor,Rent,1098
436,416,31,436,9/16/2020,Villa,8,3,3,Good,Rent,14993
437,917,76,437,2/8/2024,Office,4,1,0,Good,Rent,2876
438,1028,239,438,8/5/2021,Studio,1,1,3,Fair,Rent,1168
439,1086,133,439,6/29/2021,Studio,2,1,1,Fair,Rent,2615
440,807,38,440,3/27/2021,Apartment,4,1,1,Good,Sale,239650
441,1560,114,441,11/6/2021,House,5,3,0,Good,Sale,717028
442,1741,202,442,7/25/2024,Office,4,1,2,Good,Rent,4557
443,1129,220,443,1/30/2023,Studio,2,1,3,Fair,Sale,167534
444,1108,204,444,2/17/2024,Studio,1,1,1,Good,Rent,1407
445,658,234,445,4/6/2020,Studio,1,1,1,Good,Sale,136992
446,860,137,446,11/6/2023,Studio,2,1,1,Fair,Sale,160670
447,962,83,447,8/7/2022,Apartment,4,3,1,Good,Sale,270367
448,647,164,448,4/13/2020,House,5,3,0,Fair,Sale,434493
449,1490,133,449,10/2/2020,Apartment,2,2,2,Good,Rent,3417
450,1350,58,450,8/31/2021,Studio,1,1,0,Good,Rent,2078
451,682,98,451,9/21/2020,House,4,4,3,Poor,Sale,366317
452,852,151,452,3/1/2020,Office,3,1,2,Good,Sale,241674
453,1608,200,453,7/4/2024,Studio,1,1,0,Good,Sale,142551
454,972,83,454,1/16/2020,House,5,3,3,Good,Sale,722510
455,1037,165,455,2/12/2020,Villa,7,3,2,Good,Sale,1109969
456,1288,68,456,3/19/2023,Office,4,2,2,Good,Sale,395909
457,977,169,457,5/4/2024,Office,4,1,3,Fair,Rent,3403
458,1342,163,458,11/1/2021,Office,5,3,3,Good,Sale,288105
459,1747,199,459,2/6/2023,House,3,4,2,Fair,Sale,548870
460,1106,38,460,3/20/2020,Studio,1,1,0,Fair,Rent,1203
461,717,137,461,8/27/2020,Studio,1,1,1,Fair,Sale,133976
462,1147,40,462,6/22/2023,Office,4,2,3,Good,Rent,2692
463,605,234,463,10/4/2020,Apartment,3,2,0,Poor,Sale,206142
464,972,122,464,8/24/2023,House,5,3,2,Fair,Sale,460325
465,256,110,465,12/3/2022,Office,4,2,1,Good,Sale,439552
466,813,223,466,7/23/2021,Office,5,2,0,Fair,Sale,288096
467,668,250,467,9/11/2024,House,4,3,1,Poor,Sale,405937
468,346,33,468,9/10/2023,Apartment,3,1,0,Fair,Sale,178626
469,139,9,469,12/25/2020,Villa,7,6,0,Good,Rent,15490
470,492,20,470,6/13/2020,Office,2,1,2,Fair,Sale,252626
471,965,105,471,1/21/2024,Villa,7,3,3,Fair,Rent,11950
472,1443,234,472,3/23/2024,House,4,3,2,Good,Sale,467586
473,123,133,473,7/27/2023,House,5,4,0,Fair,Sale,464202
474,1511,59,474,1/13/2022,Villa,7,4,0,Good,Sale,1603793
475,6,31,475,7/30/2024,Studio,2,1,0,Good,Sale,231035
476,1642,137,476,1/10/2024,Office,1,2,3,Good,Rent,1690
477,1365,25,477,9/20/2020,Villa,5,6,0,Good,Sale,1004958
478,1198,238,478,12/5/2022,Office,5,2,1,Fair,Sale,271086
479,136,170,479,9/16/2021,House,4,3,3,Poor,Rent,4108
480,542,122,480,6/25/2020,Office,4,1,2,Good,Sale,442510
481,1078,178,481,8/5/2021,Apartment,2,2,3,Fair,Sale,154749
482,157,183,482,5/11/2024,House,3,4,0,Good,Rent,7165
483,1598,204,483,12/1/2022,Villa,5,5,2,Good,Sale,1621469
484,1234,9,484,9/1/2024,Apartment,2,1,3,Fair,Rent,1908
485,1243,76,485,10/30/2023,Villa,8,5,3,Good,Sale,1749193
486,545,200,486,7/3/2022,Apartment,3,1,1,Fair,Sale,289937
487,552,202,487,4/13/2023,Apartment,2,1,0,Fair,Sale,137260
488,1014,178,488,6/15/2024,House,6,4,1,Good,Rent,6702
489,182,220,489,10/16/2023,Apartment,3,3,0,Poor,Sale,145206
490,687,31,490,10/27/2020,Studio,2,1,2,Good,Rent,2026
491,583,9,491,3/22/2022,House,4,2,3,Good,Rent,4734
492,1274,56,492,10/23/2020,Apartment,2,3,1,Fair,Sale,258794
493,1730,234,493,12/3/2022,Apartment,4,2,2,Poor,Rent,2157
494,512,83,494,1/10/2020,Apartment,2,2,2,Poor,Sale,209137
495,1417,8,495,1/2/2023,Office,3,1,1,Good,Sale,216812
496,1117,164,496,12/11/2023,House,6,2,1,Good,Sale,970150
497,523,20,497,10/7/2024,House,3,4,1,Fair,Sale,293607
498,129,133,498,7/3/2022,Apartment,2,2,1,Poor,Sale,112991
499,229,20,499,6/20/2020,Office,4,2,1,Good,Sale,254330
500,1539,133,500,5/13/2023,Villa,5,6,3,Good,Rent,10193
501,1673,234,501,2/2/2021,Office,2,1,0,Fair,Sale,211859
502,1038,142,502,12/23/2020,Villa,6,6,0,Good,Rent,14245
503,325,142,503,6/5/2020,Villa,8,4,0,Fair,Rent,11212
504,285,110,504,2/13/2021,Apartment,4,3,0,Good,Sale,340832
505,1220,174,505,8/7/2020,Apartment,3,3,0,Good,Sale,367688
506,1432,170,506,3/7/2022,Villa,8,6,2,Good,Sale,1186565
507,709,10,507,12/11/2022,Office,5,2,3,Good,Sale,304551
508,916,183,508,4/29/2024,Studio,1,1,0,Fair,Sale,126074
509,62,165,509,9/26/2024,House,3,4,2,Good,Rent,5350
510,389,38,510,8/31/2020,Apartment,3,3,2,Good,Sale,265204
511,740,170,511,9/21/2021,House,3,2,3,Good,Rent,4105
512,1319,170,512,3/19/2023,House,5,4,3,Good,Sale,556897
513,72,224,513,3/19/2024,Studio,2,1,2,Good,Sale,241218
514,989,158,514,10/20/2022,Apartment,4,2,3,Good,Sale,268647
515,1127,105,515,12/30/2020,Office,5,3,1,Fair,Sale,295877
516,148,178,516,1/8/2023,House,5,2,0,Good,Rent,4471
517,1363,204,517,8/7/2020,Office,4,3,0,Good,Sale,223401
518,64,76,518,1/1/2022,House,4,4,1,Good,Rent,5101
519,964,94,519,3/22/2021,Office,1,2,0,Good,Sale,258391
520,1415,137,520,10/25/2023,Studio,2,1,0,Fair,Rent,2715
521,1376,200,521,1/22/2024,Villa,4,3,1,Poor,Sale,508200
522,1479,200,522,7/24/2024,Studio,2,1,2,Fair,Rent,2284
523,445,88,523,11/23/2021,Office,4,2,2,Good,Rent,4218
524,406,40,524,7/30/2020,Office,3,2,2,Good,Sale,241700
525,358,170,525,7/22/2020,Studio,1,1,2,Good,Rent,1545
526,488,38,526,11/6/2024,Office,2,2,2,Fair,Sale,270334
527,351,224,527,12/21/2021,Villa,8,5,1,Good,Rent,9648
528,947,239,528,12/24/2020,Office,3,3,2,Fair,Rent,2345
529,802,10,529,8/3/2024,Villa,5,5,0,Good,Rent,8000
530,1551,200,530,10/29/2021,Office,3,3,2,Fair,Rent,2369
531,133,58,531,6/21/2024,Office,1,3,3,Fair,Rent,2366
532,1361,94,532,2/24/2023,Studio,1,1,0,Good,Rent,1781
533,170,224,533,2/15/2024,House,6,2,0,Good,Rent,5616
534,1334,163,534,12/20/2021,Office,5,3,3,Good,Rent,2986
535,188,133,535,3/10/2021,House,6,3,0,Good,Sale,539772
536,1385,142,536,1/28/2024,Villa,4,5,0,Fair,Rent,7210
537,247,38,537,12/28/2022,Studio,2,1,3,Poor,Sale,157740
538,1352,115,538,7/31/2024,Villa,8,4,2,Good,Rent,18065
539,835,174,539,8/3/2021,Studio,2,1,0,Poor,Sale,116938
540,268,119,540,8/13/2023,Studio,1,1,2,Poor,Rent,1593
541,1582,88,541,9/19/2021,House,6,4,2,Fair,Sale,594548
542,273,83,542,4/22/2023,Office,2,1,1,Good,Rent,3285
543,1725,142,543,11/24/2023,Studio,1,1,0,Good,Sale,179931
544,1413,169,544,3/7/2020,Villa,5,6,1,Fair,Rent,11483
545,1481,163,545,11/21/2024,Villa,6,5,3,Good,Rent,9647
546,1525,137,546,12/7/2023,Apartment,4,2,0,Good,Rent,3292
547,16,151,547,10/17/2024,Villa,7,5,0,Good,Sale,1110208
548,822,98,548,5/20/2020,House,6,3,3,Good,Sale,588299
549,1030,223,549,10/17/2024,House,6,3,0,Good,Rent,9841
550,929,133,550,2/23/2021,Villa,6,3,2,Good,Rent,13928
551,1406,142,551,3/24/2023,Villa,5,4,3,Good,Rent,8219
552,373,143,552,9/22/2023,Studio,2,1,1,Good,Sale,275255
553,932,38,553,12/13/2024,Studio,1,1,2,Good,Rent,2630
554,1187,164,554,1/11/2024,Office,5,1,3,Good,Rent,2971
555,1585,158,555,4/22/2022,House,6,2,1,Good,Sale,598225
556,1169,94,556,8/20/2021,Studio,2,1,1,Poor,Rent,2308
557,1188,31,557,12/13/2021,Apartment,3,1,1,Fair,Sale,143042
558,1450,105,558,6/18/2024,House,5,4,0,Fair,Sale,476690
559,1400,137,559,3/28/2022,Apartment,2,3,0,Fair,Sale,184354
560,1651,164,560,12/6/2020,Apartment,2,3,2,Fair,Sale,147511
561,233,200,561,5/26/2020,House,3,3,3,Fair,Rent,6572
562,24,164,562,2/14/2022,Apartment,2,3,1,Fair,Rent,3075
563,1216,122,563,1/21/2021,Villa,6,5,0,Fair,Sale,1529230
564,1598,178,564,9/17/2022,Office,5,3,0,Good,Rent,4452
565,665,220,565,9/30/2022,Villa,4,3,0,Fair,Rent,6287
566,1267,174,566,4/12/2021,Apartment,4,2,1,Good,Sale,280769
567,1648,170,567,6/2/2021,Villa,4,3,0,Good,Sale,809976
568,1350,76,568,12/4/2024,House,6,3,3,Good,Sale,880908
569,1437,166,569,6/17/2024,Office,5,2,1,Good,Sale,284264
570,333,94,570,8/30/2020,House,5,2,0,Good,Sale,679193
571,1215,238,571,8/8/2021,Apartment,2,1,3,Fair,Sale,136716
572,1606,199,572,9/27/2023,Apartment,2,3,0,Fair,Sale,235086
573,855,250,573,12/30/2024,House,6,2,2,Fair,Sale,519273
574,904,56,574,5/19/2023,Villa,6,3,1,Good,Sale,1023553
575,771,234,575,12/1/2022,Office,2,1,3,Good,Rent,3242
576,962,178,576,9/16/2024,Studio,1,1,3,Good,Sale,140347
577,1731,105,577,5/31/2021,Apartment,3,1,2,Good,Sale,286341
578,482,174,578,6/23/2023,Studio,1,1,2,Good,Sale,157200
579,1258,239,579,12/26/2021,House,4,3,3,Good,Rent,7123
580,996,239,580,4/12/2020,Studio,1,1,2,Good,Sale,127117
581,1669,20,581,10/4/2021,Office,5,1,2,Good,Rent,3039
582,1017,122,582,12/19/2021,Office,5,3,3,Fair,Sale,296472
583,917,88,583,2/14/2020,Office,5,3,1,Fair,Sale,376742
584,741,170,584,4/19/2020,Studio,2,1,2,Good,Sale,280792
585,332,122,585,5/2/2021,Villa,6,6,1,Good,Rent,15909
586,558,169,586,5/22/2022,Office,4,3,1,Good,Rent,2976
587,956,204,587,10/12/2023,Villa,6,6,0,Good,Sale,1420746
588,85,105,588,8/8/2023,House,3,4,1,Good,Sale,365912
589,429,88,589,8/25/2023,Villa,7,4,1,Fair,Sale,1046346
590,319,200,590,9/21/2024,Apartment,3,1,2,Good,Rent,3078
591,1248,98,591,12/14/2020,Villa,4,4,1,Fair,Rent,9763
592,380,199,592,3/1/2021,Apartment,4,2,3,Good,Rent,3854
593,75,239,593,2/4/2024,Villa,8,5,3,Fair,Rent,9026
594,437,165,594,11/6/2020,House,5,3,2,Good,Sale,522778
595,1208,199,595,10/19/2024,Office,3,3,2,Good,Sale,205681
596,1135,204,596,5/22/2020,Office,3,2,3,Fair,Sale,233196
597,1334,220,597,11/5/2023,House,5,2,2,Good,Rent,5897
598,9,183,598,6/9/2020,Apartment,4,1,2,Good,Sale,382375
599,420,105,599,12/31/2020,House,5,3,0,Good,Rent,8176
600,202,88,600,12/21/2022,House,6,3,3,Good,Rent,6140
601,150,58,601,3/30/2023,House,6,4,2,Good,Sale,849081
602,89,158,602,8/15/2024,House,6,4,0,Good,Rent,8875
603,1487,224,603,9/20/2020,Apartment,3,2,0,Good,Sale,203156
604,1302,122,604,4/6/2021,Apartment,3,2,0,Fair,Rent,2488
605,608,151,605,10/15/2022,House,5,3,0,Good,Rent,5794
606,585,223,606,4/24/2022,Apartment,3,3,1,Good,Rent,3545
607,976,234,607,6/28/2021,House,5,2,0,Poor,Rent,6952
608,1323,239,608,8/22/2021,Villa,4,5,0,Fair,Rent,6873
609,462,199,609,3/23/2023,Studio,2,1,1,Fair,Rent,2017
610,819,110,610,4/10/2021,Studio,1,1,3,Good,Rent,1397
611,917,202,611,6/1/2021,Villa,5,6,3,Good,Rent,13513
612,139,164,612,1/30/2021,Studio,1,1,0,Good,Rent,1508
613,542,40,613,9/4/2022,Studio,2,1,3,Good,Rent,1876
614,1453,200,614,8/12/2023,Studio,2,1,0,Good,Sale,166456
615,54,31,615,8/10/2020,Studio,1,1,3,Good,Rent,1567
616,627,169,616,10/7/2021,Villa,5,4,1,Good,Sale,911002
617,1092,94,617,12/17/2023,Studio,2,1,2,Fair,Sale,146381
618,1397,239,618,9/22/2022,House,3,2,3,Good,Rent,6013
619,724,174,619,4/8/2022,House,3,4,1,Good,Rent,4600
620,1552,105,620,1/17/2023,Apartment,3,2,0,Fair,Sale,204185
621,412,166,621,10/23/2022,Office,3,3,0,Good,Sale,374279
622,1666,143,622,4/11/2023,Studio,1,1,1,Good,Rent,1478
623,1588,151,623,11/12/2021,Studio,2,1,0,Good,Rent,2029
624,959,38,624,12/16/2022,House,4,2,0,Good,Rent,4365
625,656,56,625,8/10/2021,Villa,6,3,1,Fair,Rent,8662
626,169,170,626,11/27/2020,Office,1,2,1,Fair,Rent,2582
627,1072,58,627,11/10/2021,Studio,2,1,0,Good,Rent,2048
628,565,56,628,6/28/2021,Villa,8,4,1,Good,Sale,1310451
629,733,40,629,7/1/2023,Apartment,3,3,0,Good,Sale,328226
630,227,234,630,1/10/2021,Villa,6,6,1,Good,Rent,10336
631,1646,199,631,8/14/2021,Office,5,3,1,Good,Sale,336512
632,573,10,632,7/3/2022,Studio,1,1,1,Good,Rent,1445
633,1270,25,633,4/1/2023,Apartment,4,1,2,Fair,Sale,340975
634,1078,158,634,8/2/2020,Office,4,3,1,Fair,Rent,3856
635,233,83,635,1/12/2023,House,3,2,2,Good,Sale,504430
636,1232,202,636,11/11/2021,Studio,2,1,3,Good,Rent,1943
637,1636,25,637,2/12/2022,Studio,1,1,1,Good,Sale,127087
638,39,239,638,1/29/2024,Office,2,2,2,Poor,Rent,2746
639,16,122,639,3/2/2020,Office,5,1,0,Good,Sale,501138
640,459,8,640,2/14/2020,Villa,8,6,3,Poor,Sale,912733
641,1266,165,641,2/24/2023,Apartment,3,2,3,Good,Sale,335516
642,480,224,642,3/16/2022,Villa,4,5,0,Good,Rent,12556
643,1295,25,643,9/3/2023,Office,5,1,1,Fair,Sale,255424
644,1588,200,644,3/30/2024,Apartment,3,3,2,Good,Rent,3206
645,482,166,645,6/26/2022,House,5,4,2,Fair,Rent,7227
646,1052,105,646,4/17/2020,Apartment,4,1,0,Good,Rent,3355
647,1281,178,647,11/30/2020,Apartment,3,1,0,Fair,Sale,187113
648,1743,10,648,8/10/2020,Studio,1,1,1,Good,Sale,152659
649,160,202,649,11/12/2024,Villa,6,5,2,Good,Sale,1714337
650,564,200,650,9/29/2024,Office,2,1,3,Good,Rent,2358
651,1711,164,651,7/24/2023,Studio,2,1,1,Good,Sale,192658
652,820,83,652,7/17/2023,Villa,7,5,0,Good,Sale,1034997
653,359,119,653,12/25/2022,Office,3,2,2,Good,Sale,279230
654,634,110,654,1/18/2021,Apartment,2,3,2,Fair,Rent,2959
655,395,94,655,9/10/2021,Villa,7,4,3,Good,Sale,977469
656,1388,234,656,5/30/2020,House,3,2,0,Good,Sale,420956
657,286,250,657,4/14/2024,House,3,2,2,Good,Sale,522315
658,437,76,658,2/5/2020,Apartment,3,2,1,Fair,Rent,2144
659,1244,76,659,6/22/2020,Villa,8,5,2,Good,Rent,12254
660,1156,133,660,3/20/2023,Studio,2,1,2,Fair,Sale,158804
661,1106,250,661,3/9/2023,House,6,4,3,Fair,Rent,5223
662,1745,105,662,7/6/2021,Villa,7,3,0,Fair,Sale,926861
663,741,142,663,8/18/2020,Studio,1,1,3,Good,Rent,1971
664,1285,234,664,9/8/2024,Studio,2,1,3,Fair,Sale,135381
665,1575,199,665,3/28/2020,Studio,1,1,3,Poor,Rent,1849
666,1732,58,666,8/6/2021,Studio,1,1,0,Good,Sale,141741
667,187,223,667,9/16/2024,Office,1,2,2,Poor,Rent,2226
668,540,169,668,6/7/2023,Studio,1,1,0,Fair,Rent,1246
669,8,199,669,12/30/2020,Villa,7,3,1,Good,Rent,14628
670,544,133,670,8/12/2022,Apartment,2,1,3,Good,Rent,2746
671,422,10,671,6/17/2022,Studio,2,1,2,Poor,Sale,120088
672,1011,166,672,10/8/2021,Office,5,1,0,Poor,Rent,3421
673,730,178,673,2/5/2020,Office,1,3,3,Good,Sale,143771
674,1469,143,674,7/4/2020,Office,4,3,0,Fair,Sale,254713
675,1261,170,675,11/27/2020,Villa,8,5,2,Fair,Sale,1083375
676,1583,38,676,3/21/2020,Studio,1,1,1,Good,Sale,202080
677,413,115,677,10/27/2022,House,4,4,3,Good,Sale,551058
678,989,183,678,6/29/2021,Apartment,4,3,1,Good,Sale,440743
679,860,56,679,3/28/2024,Office,2,3,3,Fair,Sale,255353
680,1144,10,680,8/26/2022,Apartment,3,1,2,Good,Rent,2600
681,251,163,681,7/29/2020,Villa,4,5,3,Good,Sale,767147
682,961,223,682,4/12/2022,House,5,3,0,Good,Sale,832989
683,1389,114,683,6/19/2020,Office,3,1,2,Poor,Sale,138320
684,1383,169,684,4/14/2021,Apartment,2,3,1,Fair,Sale,167927
685,105,164,685,10/10/2024,House,3,3,3,Good,Sale,381005
686,332,20,686,4/7/2021,Office,4,3,3,Good,Sale,281589
687,558,38,687,11/19/2023,Studio,1,1,1,Good,Rent,1636
688,81,115,688,12/24/2020,Apartment,2,1,1,Good,Rent,2487
689,324,58,689,1/28/2020,Studio,1,1,3,Good,Sale,137063
690,47,122,690,4/23/2023,Apartment,4,3,3,Good,Rent,4724
691,1249,220,691,1/27/2020,House,5,2,0,Fair,Sale,459745
692,1026,250,692,10/14/2024,Apartment,2,2,2,Good,Rent,3807
693,1219,58,693,4/3/2022,Studio,1,1,1,Good,Rent,2553
694,560,8,694,6/25/2022,Studio,2,1,2,Good,Rent,3209
695,980,10,695,4/18/2020,Office,2,3,2,Fair,Sale,235597
696,396,165,696,5/27/2022,Apartment,4,1,1,Good,Rent,3618
697,864,170,697,8/1/2024,Studio,1,1,1,Fair,Sale,115777
698,599,164,698,12/30/2022,Office,2,2,2,Good,Rent,2439
699,1582,115,699,5/31/2024,Office,4,3,2,Poor,Rent,2771
700,1722,201,700,11/22/2024,Office,4,3,0,Fair,Rent,2333
701,1587,166,701,10/31/2024,Villa,5,4,0,Good,Rent,7621
702,687,163,702,7/20/2021,Apartment,2,3,0,Fair,Rent,2040
703,1369,10,703,1/10/2021,Villa,7,6,3,Fair,Rent,12271
704,289,165,704,9/4/2024,House,3,2,2,Good,Rent,3801
705,750,31,705,5/17/2021,Apartment,4,3,0,Good,Sale,265703
706,1073,59,706,6/8/2021,Studio,1,1,2,Good,Sale,144319
707,1255,38,707,7/24/2022,Office,4,1,1,Fair,Sale,337730
708,85,142,708,1/2/2023,Apartment,4,1,3,Good,Sale,250746
709,734,239,709,12/29/2022,Apartment,3,2,2,Good,Sale,320513
710,1382,58,710,9/17/2020,House,6,4,0,Fair,Rent,10279
711,1218,202,711,11/8/2020,Studio,2,1,0,Good,Sale,186860
712,1550,68,712,8/24/2021,Office,4,3,0,Fair,Sale,223449
713,1090,9,713,2/11/2021,Studio,1,1,3,Good,Sale,131477
714,1075,158,714,8/26/2020,House,5,3,3,Good,Sale,685803
715,1337,33,715,1/8/2021,House,4,2,0,Good,Rent,7403
716,1700,119,716,11/15/2023,Studio,1,1,0,Good,Rent,2459
717,1134,164,717,10/27/2022,Villa,4,5,1,Good,Rent,9174
718,1754,122,718,11/3/2021,Villa,4,5,2,Poor,Rent,7189
719,1381,110,719,3/22/2023,House,3,4,1,Fair,Rent,4999
720,503,199,720,3/8/2024,Villa,8,6,2,Good,Rent,12497
721,1684,164,721,3/11/2020,House,6,3,1,Fair,Sale,501349
722,98,33,722,3/30/2024,Studio,2,1,3,Good,Sale,208199
723,329,239,723,1/10/2022,House,5,3,3,Fair,Rent,5438
724,138,220,724,8/4/2023,Villa,7,6,1,Good,Sale,1083703
725,23,165,725,9/4/2020,Studio,1,1,1,Good,Sale,147816
726,192,68,726,10/12/2020,Apartment,3,3,3,Good,Sale,354820
727,409,239,727,5/29/2020,Studio,2,1,3,Good,Rent,1892
728,192,40,728,4/19/2024,Studio,2,1,2,Good,Sale,235207
729,444,8,729,3/31/2024,Studio,1,1,3,Poor,Rent,977
730,292,76,730,4/14/2024,Studio,2,1,3,Good,Sale,184330
731,660,76,731,10/19/2024,Studio,1,1,2,Fair,Sale,113976
732,786,174,732,4/1/2023,Apartment,3,2,3,Good,Rent,2578
733,464,143,733,3/13/2023,Studio,1,1,2,Good,Rent,2038
734,1361,165,734,8/23/2024,Apartment,2,1,2,Fair,Sale,120214
735,935,223,735,9/21/2024,Villa,4,5,0,Good,Sale,1301586
736,385,31,736,10/5/2023,Villa,4,5,2,Good,Sale,720323
737,509,166,737,9/29/2024,Villa,6,3,1,Good,Rent,8451
738,653,56,738,3/27/2020,House,4,2,2,Good,Rent,5301
739,127,76,739,11/21/2020,Villa,7,6,2,Good,Sale,1764637
740,1002,31,740,8/9/2023,Apartment,3,1,2,Good,Sale,202567
741,985,163,741,11/23/2021,Villa,8,6,0,Good,Sale,1311294
742,572,31,742,8/9/2024,House,6,2,3,Poor,Rent,7008
743,469,166,743,11/17/2021,Studio,1,1,3,Fair,Sale,119838
744,372,137,744,2/11/2021,Studio,1,1,1,Fair,Sale,186150
745,213,68,745,8/23/2024,Office,3,3,0,Poor,Rent,2612
746,1095,223,746,9/27/2022,Studio,2,1,1,Good,Rent,3269
747,781,201,747,7/11/2022,Office,2,3,1,Good,Sale,203555
748,1034,158,748,11/29/2022,House,5,4,3,Poor,Rent,5920
749,918,56,749,7/24/2023,House,5,2,3,Good,Rent,8568
750,1565,38,750,4/23/2024,Villa,4,6,3,Good,Sale,1283071
751,157,174,751,11/20/2024,Villa,5,3,2,Good,Sale,900880
752,345,158,752,7/9/2020,Villa,6,4,2,Good,Sale,1097751
753,1223,166,753,2/15/2020,House,5,2,0,Fair,Sale,384238
754,1633,59,754,10/11/2024,Office,2,3,0,Good,Sale,211390
755,127,169,755,11/30/2020,Apartment,4,1,3,Poor,Sale,162045
756,639,163,756,4/25/2022,Apartment,4,2,3,Poor,Rent,3500
757,648,143,757,11/12/2023,Office,3,1,1,Poor,Sale,160454
758,1196,183,758,11/14/2023,Studio,1,1,2,Fair,Sale,169275
759,205,94,759,11/8/2023,Office,3,1,3,Fair,Sale,192216
760,17,202,760,3/19/2024,Office,3,2,0,Fair,Sale,162513
761,1631,250,761,5/20/2024,Studio,1,1,0,Poor,Rent,1153
762,708,143,762,8/6/2021,Villa,4,4,1,Good,Sale,804170
763,321,31,763,7/9/2023,Villa,5,4,0,Good,Sale,1405633
764,151,33,764,10/16/2020,Villa,5,4,0,Fair,Sale,1236948
765,1553,142,765,6/30/2024,Office,3,3,0,Good,Sale,216471
766,1713,165,766,5/27/2023,Villa,5,6,2,Poor,Sale,691864
767,381,202,767,9/28/2023,Villa,7,3,0,Good,Rent,8700
768,699,33,768,1/1/2022,Villa,6,5,2,Good,Sale,1082945
769,1414,238,769,7/7/2024,Villa,5,4,1,Good,Sale,895054
770,1129,33,770,11/12/2021,Studio,1,1,3,Good,Rent,1408
771,1081,8,771,10/5/2022,Villa,4,6,1,Fair,Sale,697249
772,288,223,772,9/25/2021,Villa,6,6,0,Good,Rent,10247
773,974,76,773,6/26/2024,Apartment,3,2,3,Good,Sale,194093
774,506,58,774,2/28/2020,Studio,1,1,2,Fair,Rent,1212
775,821,202,775,3/26/2022,House,5,4,0,Good,Sale,599337
776,1343,178,776,8/1/2021,Studio,1,1,3,Fair,Rent,1447
777,823,98,777,5/21/2020,Villa,5,5,3,Fair,Rent,7008
778,1318,58,778,4/9/2022,Apartment,2,2,1,Poor,Sale,209880
779,1273,151,779,12/15/2022,Office,4,1,2,Good,Sale,293208
780,1097,59,780,10/14/2022,Office,3,2,3,Good,Sale,254869
781,1387,174,781,4/23/2021,Studio,2,1,1,Good,Rent,1995
782,1305,9,782,11/10/2022,Villa,8,6,3,Fair,Sale,1684204
783,487,122,783,2/19/2020,Apartment,4,3,0,Good,Sale,249061
