maintenance_id,property_id,agent_id,owner_id,description,maintenance_type,cost,maintenance_date
954,793,223,791,Replace Roof at property,Roof,5508,10/31/2022
955,793,223,791,Repair Plumbing at property,Plumbing,4492,3/24/2024
956,793,223,791,Repair Plumbing at property,Plumbing,3951,12/24/2022
957,793,223,791,Install Painting at property,Painting,3910,5/20/2022
958,793,223,791,Fix HVAC at property,HVAC,88,1/10/2023
959,793,223,791,Repair Painting at property,Painting,6538,7/2/2022
960,793,223,791,Repair Electrical at property,Electrical,5140,1/29/2024
961,793,223,791,Fix Plumbing at property,Plumbing,2183,3/4/2021
962,793,223,791,Install Cleaning at property,Cleaning,3599,7/26/2023
963,794,201,1681,Replace Painting at property,Painting,272,7/11/2022
964,797,143,1106,Install Electrical at property,Electrical,2375,3/30/2024
965,797,143,1106,Replace Appliances at property,Appliances,1591,4/20/2024
966,797,143,1106,Fix Painting at property,Painting,351,3/25/2024
967,799,105,247,Fix Painting at property,Painting,982,9/4/2023
968,800,133,1148,Replace Appliances at property,Appliances,217,7/28/2024
969,801,238,1425,Fix Cleaning at property,Cleaning,2105,10/17/2024
970,803,58,57,Fix Cleaning at property,Cleaning,343,10/27/2023
971,803,58,57,Install Cleaning at property,Cleaning,1700,12/8/2024
972,803,58,57,Replace Painting at property,Painting,2022,1/5/2024
973,803,58,57,Replace Appliances at property,Appliances,1536,12/15/2024
974,803,58,57,Replace Roof at property,Roof,1379,3/19/2024
975,803,58,57,Fix Appliances at property,Appliances,195,6/4/2024
976,805,98,1495,Replace Electrical at property,Electrical,1340,3/26/2023
977,805,98,1495,Replace Plumbing at property,Plumbing,511,10/21/2024
978,806,137,1180,Install Appliances at property,Appliances,236,2/28/2021
979,806,137,1180,Fix Cleaning at property,Cleaning,1255,5/27/2021
980,806,137,1180,Repair Cleaning at property,Cleaning,2189,4/22/2021
981,806,137,1180,Repair Plumbing at property,Plumbing,309,10/9/2022
982,810,170,1179,Repair Electrical at property,Electrical,1553,6/30/2020
983,812,204,1564,Fix Electrical at property,Electrical,1232,7/30/2023
984,813,133,249,Fix Electrical at property,Electrical,2494,7/4/2023
985,813,133,249,Repair Roof at property,Roof,1958,10/9/2023
986,813,133,249,Replace HVAC at property,HVAC,2155,11/22/2024
987,817,98,768,Install HVAC at property,HVAC,1850,11/12/2024
988,818,234,1731,Fix Cleaning at property,Cleaning,1894,6/4/2024
989,818,234,1731,Repair Appliances at property,Appliances,2337,10/21/2022
990,819,201,1048,Repair Roof at property,Roof,1561,9/2/2024
991,819,201,1048,Replace Electrical at property,Electrical,628,9/26/2024
992,820,8,49,Install Plumbing at property,Plumbing,1704,6/23/2023
993,820,8,49,Install Roof at property,Roof,673,1/19/2023
994,822,163,281,Replace Cleaning at property,Cleaning,57,9/22/2024
995,823,68,980,Install Painting at property,Painting,2014,9/3/2024
996,824,38,3,Repair HVAC at property,HVAC,1481,4/10/2024
997,825,31,260,Repair Plumbing at property,Plumbing,1575,3/21/2023
998,827,68,835,Fix Roof at property,Roof,3584,5/8/2024
999,827,68,835,Fix Plumbing at property,Plumbing,1907,8/10/2024
1000,829,105,36,Install Cleaning at property,Cleaning,2234,4/29/2022
1001,829,105,36,Install Appliances at property,Appliances,1268,5/11/2023
1002,829,105,36,Replace HVAC at property,HVAC,1262,9/28/2021
1003,830,223,355,Fix Painting at property,Painting,2213,9/6/2022
1004,830,223,355,Install Cleaning at property,Cleaning,1908,12/14/2022
1005,830,223,355,Fix Roof at property,Roof,1279,11/27/2024
1006,831,169,268,Repair Electrical at property,Electrical,1178,9/5/2023
1007,831,169,268,Replace Plumbing at property,Plumbing,2296,9/30/2024
1008,831,169,268,Install Appliances at property,Appliances,2737,9/9/2024
1009,831,169,268,Fix Electrical at property,Electrical,1267,9/3/2023
1010,831,169,268,Fix Plumbing at property,Plumbing,1808,7/1/2024
1011,831,169,268,Replace Roof at property,Roof,3937,5/21/2023
1012,833,133,1749,Fix Painting at property,Painting,1553,8/29/2023
1013,836,20,1700,Repair Roof at property,Roof,1035,2/17/2023
1014,837,201,1432,Repair Painting at property,Painting,1059,4/11/2023
1015,837,201,1432,Replace Plumbing at property,Plumbing,2178,10/18/2023
1016,839,133,179,Repair Electrical at property,Electrical,1107,3/20/2024
1017,839,133,179,Install Cleaning at property,Cleaning,891,3/26/2024
1018,839,133,179,Fix Appliances at property,Appliances,2211,3/5/2024
1019,839,133,179,Repair Electrical at property,Electrical,1319,2/10/2024
1020,839,133,179,Fix Plumbing at property,Plumbing,478,6/29/2024
1021,840,151,20,Replace Plumbing at property,Plumbing,1915,7/19/2024
1022,841,31,936,Replace Painting at property,Painting,1501,10/25/2024
1023,841,31,936,Install Appliances at property,Appliances,648,6/17/2023
1024,841,31,936,Fix Appliances at property,Appliances,5600,12/30/2023
1025,841,31,936,Fix Plumbing at property,Plumbing,1101,7/19/2024
1026,842,68,647,Fix Roof at property,Roof,1869,12/28/2024
1027,842,68,647,Fix Painting at property,Painting,1033,11/24/2024
1028,846,166,816,Install Plumbing at property,Plumbing,733,11/5/2024
1029,847,137,1517,Replace Roof at property,Roof,1484,9/22/2023
1030,847,137,1517,Repair Electrical at property,Electrical,308,12/5/2020
1031,847,137,1517,Replace Cleaning at property,Cleaning,849,7/19/2021
1032,848,163,1649,Fix Electrical at property,Electrical,1820,8/25/2024
1033,852,98,1604,Repair Painting at property,Painting,1833,2/23/2023
1034,852,98,1604,Repair Cleaning at property,Cleaning,1490,5/15/2022
1035,852,98,1604,Install Roof at property,Roof,285,10/1/2022
1036,854,20,456,Replace HVAC at property,HVAC,5429,12/4/2024
1037,855,8,1676,Install Roof at property,Roof,5861,8/29/2023
1038,855,8,1676,Install Appliances at property,Appliances,307,6/30/2022
1039,855,8,1676,Repair Roof at property,Roof,284,3/19/2024
1040,855,8,1676,Replace HVAC at property,HVAC,3105,1/11/2024
1041,855,8,1676,Repair Electrical at property,Electrical,4439,11/5/2024
1042,856,59,990,Install Appliances at property,Appliances,777,2/16/2024
1043,857,165,726,Repair Appliances at property,Appliances,706,11/24/2024
1044,857,165,726,Fix Painting at property,Painting,2002,11/30/2024
1045,857,165,726,Install Electrical at property,Electrical,1746,12/1/2024
1046,857,165,726,Install Electrical at property,Electrical,602,12/28/2024
1047,858,142,469,Replace Cleaning at property,Cleaning,1596,11/20/2024
1048,858,142,469,Fix Electrical at property,Electrical,2137,9/6/2022
1049,859,25,1366,Fix Plumbing at property,Plumbing,1095,2/11/2023
1050,859,25,1366,Replace HVAC at property,HVAC,327,7/8/2024
1051,860,94,209,Fix Roof at property,Roof,716,4/27/2023
1052,861,68,1302,Install Cleaning at property,Cleaning,2367,11/11/2022
1053,861,68,1302,Fix Electrical at property,Electrical,2243,11/26/2023
1054,861,68,1302,Fix Electrical at property,Electrical,1937,12/6/2023
1055,861,68,1302,Install Painting at property,Painting,942,6/26/2022
1056,861,68,1302,Fix Electrical at property,Electrical,1026,8/9/2022
1057,861,68,1302,Install HVAC at property,HVAC,2460,4/4/2024
1058,862,58,1076,Repair Cleaning at property,Cleaning,154,11/25/2023
1059,862,58,1076,Repair Roof at property,Roof,2701,7/23/2024
1060,862,58,1076,Fix Electrical at property,Electrical,1079,10/26/2023
1061,862,58,1076,Repair Appliances at property,Appliances,5206,3/8/2024
1062,862,58,1076,Replace HVAC at property,HVAC,3204,11/26/2022
1063,863,151,517,Replace Painting at property,Painting,4684,8/13/2023
1064,863,151,517,Replace Plumbing at property,Plumbing,2856,1/30/2024
1065,863,151,517,Replace Appliances at property,Appliances,609,4/9/2023
1066,863,151,517,Repair Cleaning at property,Cleaning,2776,4/1/2024
1067,866,76,920,Fix Plumbing at property,Plumbing,1881,7/23/2022
1068,866,76,920,Fix Plumbing at property,Plumbing,974,12/24/2023
1069,867,250,45,Install Electrical at property,Electrical,882,3/15/2024
1070,868,133,1742,Replace Appliances at property,Appliances,2014,4/18/2024
1071,868,133,1742,Replace Roof at property,Roof,1624,12/1/2024
1072,869,151,370,Repair Cleaning at property,Cleaning,1380,10/16/2024
1073,869,151,370,Replace Roof at property,Roof,2264,10/25/2024
1074,870,201,910,Repair Painting at property,Painting,2173,9/23/2021
1075,871,183,1642,Install Plumbing at property,Plumbing,267,7/24/2023
1076,872,223,997,Install HVAC at property,HVAC,257,6/1/2024
1077,872,223,997,Repair Appliances at property,Appliances,4374,8/13/2024
1078,872,223,997,Install Electrical at property,Electrical,834,5/13/2024
1079,872,223,997,Install Electrical at property,Electrical,4108,8/22/2024
1080,872,223,997,Repair HVAC at property,HVAC,6010,3/24/2024
1081,872,223,997,Install Electrical at property,Electrical,2110,10/17/2024
1082,874,10,1172,Fix Roof at property,Roof,1801,7/12/2020
1083,874,10,1172,Install Electrical at property,Electrical,5859,4/15/2023
1084,874,10,1172,Install Cleaning at property,Cleaning,6063,6/13/2021
1085,874,10,1172,Fix Plumbing at property,Plumbing,4262,7/9/2024
1086,875,163,723,Install Plumbing at property,Plumbing,898,8/7/2024
1087,875,163,723,Install Appliances at property,Appliances,2410,11/20/2023
1088,877,20,1699,Repair Plumbing at property,Plumbing,1512,4/25/2023
1089,877,20,1699,Repair Appliances at property,Appliances,241,8/18/2024
1090,883,199,371,Install Plumbing at property,Plumbing,2440,3/18/2021
1091,884,200,1644,Replace Roof at property,Roof,267,10/13/2024
1092,884,200,1644,Repair HVAC at property,HVAC,466,10/21/2024
1093,884,200,1644,Replace Electrical at property,Electrical,807,6/3/2024
1094,885,234,381,Fix Plumbing at property,Plumbing,1901,10/29/2024
1095,885,234,381,Repair Plumbing at property,Plumbing,2325,11/4/2024
1096,889,238,1548,Replace HVAC at property,HVAC,880,10/16/2023
1097,889,238,1548,Fix HVAC at property,HVAC,741,10/29/2024
1098,890,94,686,Fix HVAC at property,HVAC,1003,5/21/2024
1099,890,94,686,Fix Cleaning at property,Cleaning,571,11/6/2024
1100,891,170,1281,Repair Roof at property,Roof,2092,12/2/2023
1101,894,83,476,Replace Electrical at property,Electrical,2195,2/11/2022
1102,894,83,476,Repair Cleaning at property,Cleaning,439,12/30/2024
1103,894,83,476,Replace Electrical at property,Electrical,513,4/23/2024
1104,899,56,1447,Install Roof at property,Roof,980,3/19/2024
1105,900,201,667,Fix Appliances at property,Appliances,1166,9/21/2023
1106,902,200,878,Repair HVAC at property,HVAC,746,11/1/2024
1107,902,200,878,Fix Cleaning at property,Cleaning,4871,12/28/2024
1108,902,200,878,Fix HVAC at property,HVAC,2529,11/27/2024
1109,902,200,878,Repair Electrical at property,Electrical,6663,11/20/2024
1110,902,200,878,Replace HVAC at property,HVAC,5425,11/17/2024
1111,902,200,878,Repair Plumbing at property,Plumbing,2737,9/28/2024
1112,902,200,878,Replace Plumbing at property,Plumbing,3986,10/21/2024
1113,903,58,1424,Install Painting at property,Painting,2017,12/29/2024
1114,903,58,1424,Install Electrical at property,Electrical,2288,10/20/2024
1115,904,202,26,Repair Painting at property,Painting,2373,3/21/2024
1116,905,201,290,Replace Roof at property,Roof,740,9/11/2021
1117,905,201,290,Install Plumbing at property,Plumbing,255,10/3/2024
1118,906,250,1077,Fix Painting at property,Painting,268,9/2/2024
1119,906,250,1077,Fix Cleaning at property,Cleaning,1879,4/3/2024
1120,906,250,1077,Replace Plumbing at property,Plumbing,601,2/15/2022
1121,908,239,189,Repair Plumbing at property,Plumbing,974,10/23/2023
1122,908,239,189,Repair Plumbing at property,Plumbing,993,2/20/2024
1123,908,239,189,Repair Electrical at property,Electrical,1378,1/29/2024
1124,909,56,537,Replace Plumbing at property,Plumbing,1677,2/22/2022
1125,910,76,912,Install Painting at property,Painting,453,2/19/2024
1126,912,105,1646,Install Painting at property,Painting,2428,3/17/2021
1127,913,58,509,Install Appliances at property,Appliances,876,7/11/2021
1128,915,31,295,Install Electrical at property,Electrical,35,6/11/2023
1129,917,88,468,Install Cleaning at property,Cleaning,863,11/12/2023
1130,917,88,468,Install Plumbing at property,Plumbing,590,9/23/2021
1131,921,20,482,Fix Cleaning at property,Cleaning,1829,11/16/2023
1132,922,115,1214,Install HVAC at property,HVAC,5819,8/28/2024
1133,922,115,1214,Replace Electrical at property,Electrical,4724,11/24/2024
1134,922,115,1214,Fix Appliances at property,Appliances,3603,8/11/2024
1135,922,115,1214,Replace Plumbing at property,Plumbing,6529,4/15/2024
1136,922,115,1214,Replace HVAC at property,HVAC,6452,8/4/2024
1137,922,115,1214,Replace Electrical at property,Electrical,1515,4/4/2024
1138,924,239,1748,Repair Electrical at property,Electrical,1131,5/16/2023
1139,925,204,844,Repair HVAC at property,HVAC,1321,1/24/2023
1140,925,204,844,Install Appliances at property,Appliances,1515,12/7/2023
1141,925,204,844,Replace Electrical at property,Electrical,759,9/5/2024
1142,926,142,435,Replace HVAC at property,HVAC,3749,12/9/2021
1143,926,142,435,Repair HVAC at property,HVAC,4188,3/9/2024
1144,926,142,435,Repair Plumbing at property,Plumbing,4772,4/26/2024
1145,926,142,435,Fix Cleaning at property,Cleaning,1849,10/31/2023
1146,927,166,637,Repair Appliances at property,Appliances,61,10/13/2023
1147,927,166,637,Fix Plumbing at property,Plumbing,612,5/24/2024
1148,928,238,613,Fix Cleaning at property,Cleaning,57,1/27/2024
1149,928,238,613,Repair Painting at property,Painting,1572,5/20/2024
1150,929,98,1733,Repair Roof at property,Roof,1403,5/21/2024
1151,930,38,967,Replace HVAC at property,HVAC,42,12/2/2024
1152,932,133,217,Repair Appliances at property,Appliances,719,6/14/2022
1153,933,202,1737,Replace Cleaning at property,Cleaning,1928,12/11/2020
1154,933,202,1737,Replace HVAC at property,HVAC,835,3/7/2021
1155,933,202,1737,Replace Cleaning at property,Cleaning,601,12/15/2021
1156,934,151,1298,Repair Appliances at property,Appliances,2315,4/5/2024
1157,934,151,1298,Repair HVAC at property,HVAC,1224,3/15/2024
1158,934,151,1298,Repair Plumbing at property,Plumbing,2168,10/18/2024
1159,935,199,1086,Repair Roof at property,Roof,2015,11/27/2022
1160,941,133,71,Install HVAC at property,HVAC,304,7/18/2024
1161,941,133,71,Fix Electrical at property,Electrical,351,11/17/2024
1162,942,164,15,Install Plumbing at property,Plumbing,1438,9/15/2020
1163,943,115,1239,Replace Cleaning at property,Cleaning,1275,5/17/2024
1164,943,115,1239,Replace HVAC at property,HVAC,1926,7/29/2024
1165,943,115,1239,Repair HVAC at property,HVAC,1086,10/22/2024
1166,943,115,1239,Fix Roof at property,Roof,1985,4/16/2024
1167,945,58,1181,Fix Electrical at property,Electrical,891,10/22/2023
1168,945,58,1181,Replace Plumbing at property,Plumbing,1580,2/16/2023
1169,945,58,1181,Fix Appliances at property,Appliances,23,6/26/2022
1170,945,58,1181,Install Cleaning at property,Cleaning,1241,3/22/2024
1171,946,170,464,Repair Plumbing at property,Plumbing,1865,10/6/2023
1172,946,170,464,Repair Roof at property,Roof,847,11/4/2024
1173,946,170,464,Fix Appliances at property,Appliances,2142,10/17/2024
1174,946,170,464,Fix Roof at property,Roof,2224,4/24/2024
1175,946,170,464,Repair Plumbing at property,Plumbing,2019,7/11/2024
1176,946,170,464,Repair Appliances at property,Appliances,2431,11/23/2024
1177,948,170,1423,Repair Roof at property,Roof,1311,11/14/2022
1178,952,239,147,Fix Electrical at property,Electrical,6411,12/8/2024
1179,952,239,147,Replace Roof at property,Roof,2265,10/29/2024
1180,952,239,147,Install Cleaning at property,Cleaning,6468,11/7/2024
1181,952,239,147,Fix HVAC at property,HVAC,5402,12/18/2024
1182,952,239,147,Replace Roof at property,Roof,5748,12/29/2024
1183,952,239,147,Fix HVAC at property,HVAC,1327,11/24/2024
1184,953,166,905,Repair Painting at property,Painting,1644,11/7/2023
1185,957,239,747,Install Cleaning at property,Cleaning,1877,4/30/2023
1186,958,76,207,Install Plumbing at property,Plumbing,2165,7/18/2022
1187,958,76,207,Fix Cleaning at property,Cleaning,92,4/21/2024
1188,959,163,1527,Install Plumbing at property,Plumbing,1044,10/31/2021
1189,959,163,1527,Repair Cleaning at property,Cleaning,4108,12/4/2023
1190,960,119,508,Install Electrical at property,Electrical,2415,3/6/2024
1191,963,143,648,Repair Plumbing at property,Plumbing,1567,5/17/2022
1192,965,204,1037,Replace Plumbing at property,Plumbing,390,2/12/2022
1193,965,204,1037,Install Plumbing at property,Plumbing,4154,10/6/2023
1194,965,204,1037,Replace Electrical at property,Electrical,3258,7/24/2022
1195,966,204,52,Fix Appliances at property,Appliances,265,10/23/2023
1196,967,83,14,Replace Roof at property,Roof,1964,5/9/2023
1197,969,174,1604,Install Appliances at property,Appliances,265,10/10/2023
1198,974,201,206,Install Painting at property,Painting,1024,9/10/2023
1199,974,201,206,Fix Plumbing at property,Plumbing,689,7/2/2023
1200,974,201,206,Fix Painting at property,Painting,2056,11/2/2023
1201,974,201,206,Repair Plumbing at property,Plumbing,2029,9/23/2024
1202,975,94,442,Fix Cleaning at property,Cleaning,218,4/1/2023
1203,976,201,969,Replace Plumbing at property,Plumbing,189,3/4/2024
1204,977,234,891,Repair HVAC at property,HVAC,403,12/19/2024
1205,980,201,571,Repair Cleaning at property,Cleaning,857,12/28/2023
1206,980,201,571,Install Cleaning at property,Cleaning,2087,12/25/2024
1207,981,238,1609,Replace Cleaning at property,Cleaning,755,7/21/2024
1208,982,8,494,Repair Appliances at property,Appliances,2137,6/5/2024
1209,984,234,1233,Repair Cleaning at property,Cleaning,410,12/16/2023
1210,984,234,1233,Replace Cleaning at property,Cleaning,187,11/25/2021
1211,984,234,1233,Replace Roof at property,Roof,4345,4/5/2021
1212,984,234,1233,Install HVAC at property,HVAC,5241,1/13/2024
1213,984,234,1233,Repair Painting at property,Painting,160,7/10/2022
1214,984,234,1233,Install Painting at property,Painting,6713,3/15/2021
1215,984,234,1233,Fix Roof at property,Roof,1872,9/21/2024
1216,985,202,1719,Replace HVAC at property,HVAC,2093,11/12/2024
1217,985,202,1719,Install Appliances at property,Appliances,92,7/23/2024
1218,989,137,1660,Replace Plumbing at property,Plumbing,6115,7/19/2023
1219,989,137,1660,Fix Appliances at property,Appliances,2319,8/22/2023
1220,989,137,1660,Repair Painting at property,Painting,5162,2/12/2021
1221,989,137,1660,Fix Painting at property,Painting,2297,12/3/2021
1222,989,137,1660,Fix Cleaning at property,Cleaning,4186,4/23/2021
1223,989,137,1660,Repair Cleaning at property,Cleaning,762,11/11/2023
1224,989,137,1660,Replace Roof at property,Roof,2125,4/23/2022
1225,990,133,5,Repair HVAC at property,HVAC,2082,5/28/2024
1226,990,133,5,Replace Electrical at property,Electrical,5011,2/23/2024
1227,990,133,5,Replace Cleaning at property,Cleaning,5690,1/28/2024
1228,993,204,1721,Repair Electrical at property,Electrical,769,3/18/2024
1229,994,83,552,Install Plumbing at property,Plumbing,601,6/13/2023
1230,997,169,1133,Replace Appliances at property,Appliances,2184,5/13/2023
1231,997,169,1133,Fix HVAC at property,HVAC,1228,6/18/2024
1232,999,98,569,Replace Roof at property,Roof,153,9/11/2024
1233,1002,38,712,Repair Painting at property,Painting,1416,9/4/2024
1234,1004,178,976,Replace Cleaning at property,Cleaning,572,6/12/2024
1235,1004,178,976,Install Roof at property,Roof,945,11/16/2022
1236,1006,122,1605,Fix Painting at property,Painting,1628,5/26/2024
1237,1010,105,1568,Install Painting at property,Painting,5551,1/24/2024
1238,1010,105,1568,Replace Cleaning at property,Cleaning,6163,9/15/2021
1239,1010,105,1568,Replace Cleaning at property,Cleaning,1489,5/17/2023
1240,1010,105,1568,Fix Electrical at property,Electrical,2688,2/7/2023
1241,1010,105,1568,Replace Plumbing at property,Plumbing,3165,5/22/2023
1242,1014,234,774,Install HVAC at property,HVAC,622,5/10/2022
1243,1014,234,774,Replace HVAC at property,HVAC,59,10/11/2022
1244,1014,234,774,Fix Cleaning at property,Cleaning,1026,5/19/2024
1245,1014,234,774,Replace Electrical at property,Electrical,1440,11/19/2023
1246,1015,59,716,Fix Roof at property,Roof,2162,6/6/2024
1247,1018,169,706,Fix Electrical at property,Electrical,584,12/11/2024
1248,1019,40,780,Replace Painting at property,Painting,474,12/16/2021
1249,1020,178,503,Replace Plumbing at property,Plumbing,173,1/13/2021
1250,1021,115,705,Repair Electrical at property,Electrical,2271,12/22/2024
1251,1021,115,705,Replace Plumbing at property,Plumbing,1303,12/26/2024
1252,1021,115,705,Repair Cleaning at property,Cleaning,252,12/20/2024
1253,1022,183,730,Replace Electrical at property,Electrical,2473,1/20/2024
1254,1022,183,730,Replace Painting at property,Painting,2123,3/28/2024
1255,1022,183,730,Fix Plumbing at property,Plumbing,1925,4/22/2024
1256,1022,183,730,Install Plumbing at property,Plumbing,82,12/1/2023
1257,1023,166,945,Repair Roof at property,Roof,2135,6/9/2023
1258,1024,119,627,Fix Cleaning at property,Cleaning,1074,12/27/2022
1259,1026,58,1469,Replace Plumbing at property,Plumbing,2239,12/30/2021
1260,1026,58,1469,Install Appliances at property,Appliances,960,5/13/2020
1261,1026,58,1469,Replace Roof at property,Roof,133,2/4/2024
1262,1027,164,778,Repair Painting at property,Painting,3108,11/9/2024
1263,1027,164,778,Repair HVAC at property,HVAC,5517,10/10/2024
1264,1027,164,778,Repair Cleaning at property,Cleaning,4449,8/1/2024
1265,1027,164,778,Replace HVAC at property,HVAC,2312,2/22/2023
1266,1027,164,778,Replace Plumbing at property,Plumbing,2453,4/11/2023
1267,1028,94,1248,Install Electrical at property,Electrical,1806,4/10/2021
1268,1033,33,1338,Replace Electrical at property,Electrical,2331,9/15/2023
1269,1035,88,490,Fix Roof at property,Roof,1048,3/16/2023
1270,1036,163,562,Fix Cleaning at property,Cleaning,832,10/14/2022
1271,1037,151,954,Replace Plumbing at property,Plumbing,648,10/9/2024
1272,1040,110,686,Fix Appliances at property,Appliances,2239,7/26/2022
1273,1040,110,686,Install Roof at property,Roof,2327,5/11/2022
1274,1040,110,686,Fix HVAC at property,HVAC,560,8/1/2024
1275,1041,40,1472,Replace Appliances at property,Appliances,1947,11/14/2022
1276,1043,202,636,Fix HVAC at property,HVAC,1596,4/9/2022
1277,1044,166,1403,Replace Cleaning at property,Cleaning,1727,10/9/2024
1278,1046,119,438,Repair Cleaning at property,Cleaning,1304,6/9/2024
1279,1047,199,863,Repair Roof at property,Roof,1675,6/26/2024
1280,1048,119,1682,Repair Appliances at property,Appliances,1326,12/30/2024
1281,1048,119,1682,Repair Appliances at property,Appliances,632,11/5/2022
1282,1048,119,1682,Install Plumbing at property,Plumbing,2440,6/3/2022
1283,1048,119,1682,Fix HVAC at property,HVAC,1890,9/20/2021
1284,1051,33,615,Fix Roof at property,Roof,1133,2/19/2024
1285,1051,33,615,Fix HVAC at property,HVAC,754,2/12/2024
1286,1052,143,153,Replace Roof at property,Roof,2059,8/3/2024
1287,1052,143,153,Fix Appliances at property,Appliances,2455,10/31/2023
1288,1055,119,745,Install Painting at property,Painting,2424,11/12/2024
1289,1056,250,306,Repair Cleaning at property,Cleaning,702,2/14/2024
1290,1057,8,1450,Install Roof at property,Roof,490,9/9/2023
1291,1058,25,1712,Repair Plumbing at property,Plumbing,2848,7/25/2024
1292,1058,25,1712,Fix Cleaning at property,Cleaning,3090,10/20/2024
1293,1058,25,1712,Repair Painting at property,Painting,5429,11/3/2024
1294,1058,25,1712,Install Plumbing at property,Plumbing,4451,5/1/2024
1295,1059,98,161,Replace Painting at property,Painting,1244,8/3/2024
1296,1060,115,1142,Repair Roof at property,Roof,2124,4/23/2024
1297,1060,115,1142,Install Cleaning at property,Cleaning,1860,1/13/2023
1298,1060,115,1142,Repair Appliances at property,Appliances,2306,5/11/2022
1299,1060,115,1142,Install Roof at property,Roof,1204,6/13/2022
1300,1060,115,1142,Fix Electrical at property,Electrical,2027,5/10/2022
1301,1061,115,866,Fix Roof at property,Roof,1918,9/4/2024
1302,1062,25,1405,Replace Plumbing at property,Plumbing,1382,4/1/2022
1303,1062,25,1405,Repair Plumbing at property,Plumbing,1956,12/15/2022
1304,1062,25,1405,Repair HVAC at property,HVAC,2241,4/14/2024
1305,1062,25,1405,Install HVAC at property,HVAC,2005,7/23/2020
1306,1064,238,857,Replace Electrical at property,Electrical,1532,6/17/2024
1307,1064,238,857,Fix Electrical at property,Electrical,6212,9/29/2023
1308,1064,238,857,Repair HVAC at property,HVAC,1400,1/25/2024
1309,1064,238,857,Fix Plumbing at property,Plumbing,1472,10/12/2021
1310,1065,166,844,Replace Electrical at property,Electrical,1367,8/1/2024
1311,1065,166,844,Install Roof at property,Roof,1140,8/24/2024
1312,1065,166,844,Fix Appliances at property,Appliances,2455,9/24/2024
1313,1065,166,844,Replace HVAC at property,HVAC,271,7/29/2024
1314,1066,204,1057,Repair HVAC at property,HVAC,1671,5/24/2023
1315,1067,68,291,Fix HVAC at property,HVAC,903,11/18/2024
1316,1067,68,291,Replace Plumbing at property,Plumbing,1309,5/3/2024
1317,1068,143,4,Repair Appliances at property,Appliances,2195,4/18/2024
1318,1069,234,594,Install Appliances at property,Appliances,770,4/13/2024
1319,1070,200,706,Repair HVAC at property,HVAC,5728,8/4/2024
1320,1071,98,1652,Replace Cleaning at property,Cleaning,2390,6/29/2023
1321,1071,98,1652,Repair Painting at property,Painting,1197,5/28/2023
1322,1071,98,1652,Fix Plumbing at property,Plumbing,2397,6/25/2024
1323,1072,68,818,Replace Roof at property,Roof,1637,10/19/2024
1324,1073,115,1067,Fix Plumbing at property,Plumbing,2377,1/12/2024
1325,1073,115,1067,Replace Appliances at property,Appliances,2036,11/4/2023
1326,1078,114,1417,Repair Plumbing at property,Plumbing,1275,9/8/2024
1327,1081,178,85,Repair Cleaning at property,Cleaning,2336,11/26/2021
1328,1082,204,450,Repair Electrical at property,Electrical,952,4/29/2024
1329,1084,9,1158,Repair Plumbing at property,Plumbing,396,11/27/2023
1330,1084,9,1158,Repair Electrical at property,Electrical,33,3/9/2024
1331,1084,9,1158,Fix Plumbing at property,Plumbing,1768,5/8/2023
1332,1085,200,1695,Install Painting at property,Painting,1884,7/29/2024
1333,1085,200,1695,Fix Roof at property,Roof,679,10/20/2024
1334,1086,56,572,Repair Electrical at property,Electrical,1960,6/25/2024
1335,1086,56,572,Fix Cleaning at property,Cleaning,118,6/17/2024
1336,1087,201,1697,Install Cleaning at property,Cleaning,1449,6/9/2023
1337,1088,59,542,Repair HVAC at property,HVAC,1376,9/30/2024
1338,1088,59,542,Replace Roof at property,Roof,1422,11/12/2023
1339,1088,59,542,Replace Plumbing at property,Plumbing,322,4/17/2024
1340,1088,59,542,Fix Plumbing at property,Plumbing,310,3/12/2024
1341,1089,224,126,Install Painting at property,Painting,74,9/14/2023
1342,1092,158,396,Install HVAC at property,HVAC,1035,9/1/2024
1343,1092,158,396,Repair Appliances at property,Appliances,724,10/21/2024
1344,1096,33,743,Install Painting at property,Painting,285,10/17/2020
1345,1096,33,743,Fix Roof at property,Roof,1787,11/4/2021
1346,1097,151,503,Repair HVAC at property,HVAC,1046,4/10/2023
1347,1099,40,1242,Replace Appliances at property,Appliances,479,8/29/2020
1348,1099,40,1242,Fix Appliances at property,Appliances,1501,3/20/2023
1349,1100,163,610,Repair Plumbing at property,Plumbing,1109,11/14/2024
1350,1100,163,610,Install Electrical at property,Electrical,2393,12/17/2023
1351,1100,163,610,Replace Appliances at property,Appliances,379,6/30/2023
1352,1100,163,610,Replace Painting at property,Painting,1753,8/17/2023
1353,1101,33,1392,Replace Roof at property,Roof,2301,4/2/2024
1354,1102,10,945,Install Painting at property,Painting,1179,2/29/2024
1355,1103,58,512,Fix Appliances at property,Appliances,928,2/10/2024
1356,1103,58,512,Install HVAC at property,HVAC,1977,5/22/2024
1357,1103,58,512,Repair Painting at property,Painting,246,9/18/2023
1358,1104,178,377,Repair Electrical at property,Electrical,1490,10/21/2024
1359,1105,20,215,Replace Cleaning at property,Cleaning,2235,5/25/2024
1360,1106,31,1082,Install HVAC at property,HVAC,611,5/2/2022
